,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file
296,MA10695,Pune Constituency,Pune,Maharashtra,1500000,750000.0,534263.76,sanctioned,545,2024-04-18,2025-10-15,,PWD,community hall,,synthetic,sample_projects_synthetic.csv
297,KE10376,Ernakulam Constituency,Ernakulam,Kerala,200000,200000.0,83672.44,sanctioned,545,2023-07-22,2025-01-17,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
298,RA09175,Jaipur Constituency,Jaipur,Rajasthan,750000,375000.0,290460.43,SANCTIONED,270,2024-01-02,2024-09-28,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv
299,BI10312,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,1000000.0,811743.69,completed,730,2024-10-07,07-10-2026,2027-04-16,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv
300,RA10594,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,1000000.0,750000.0,stalled,365,2024-07-05,2025-07-05,,Rural Dev Dept,school,52.8,synthetic,sample_projects_synthetic.csv
301,RA10110,Jaipur Constituency,Jaipur,Rajasthan,200000,200000.0,108657.8,stalled,90,07-03-2024,05-06-2024,,Rural Dev Dept,sanitation,77.8,synthetic,sample_projects_synthetic.csv
302,KA10170,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1000000,0.0,0.0,RECOMMENDED,90,2024-05-17,2024-08-15,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv
303,KE10624,Ernakulam Constituency,Ernakulam,Kerala,1500000,750000.0,743778.32, sanctioned ,90,2024-08-10,2024-11-08,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
304,BI10603,Patna Constituency,Patna,Bihar,750000,375000.0,248457.43,stalled,90,2024-07-14,2024-10-12,,PWD,drinking water,18.5,synthetic,sample_projects_synthetic.csv
305,BI10771,Muzaffarpur Constituency,Muzaffarpur,Bihar,1500000,1500000.0,930091.59,ongoing,365,2023-07-10,2024-07-09,,Rural Dev Dept,drinking water,81.2,synthetic,sample_projects_synthetic.csv
306,KE09682,Ernakulam Constituency,Ernakulam,Kerala,1000000,0.0,0.0,recommended,365,2024-07-15,15-07-2025,,PWD,electricity,,synthetic,sample_projects_synthetic.csv
307,AN10530,Krishna Constituency,,Andhra Pradesh,1500000,0.0,0.0,recommended,730,2023-12-29,28-12-2025,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv
308,TA10698,Coimbatore Constituency,Coimbatore,Tamil Nadu,200000,0.0,0.0, recommended ,180,08-02-2023,2023-08-07,,PWD,road,,synthetic,sample_projects_synthetic.csv
309,BI10033,Patna Constituency,Patna,Bihar,200000,100000.0,89811.06,sanctioned,180,2024-10-05,03-04-2025,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv
310,KE10621,Kozhikode Constituency,Kozhikode,Kerala,300000,300000.0,190871.45,ongoing,180,2024-01-22,2024-07-20,,Zilla Parishad,community hall,41.2,synthetic,sample_projects_synthetic.csv
311,TA10662,Madurai Constituency,Madurai,Tamil Nadu,200000,200000.0,182677.14,completed,90,2024-04-23,2024-07-22,16-08-2024,Zilla Parishad,irrigation,100.0,synthetic,sample_projects_synthetic.csv
312,TA09420,Madurai Constituency,Madurai,Tamil Nadu,750000,750000.0,746510.27,ongoing,270,2023-09-27,2024-06-23,,Rural Dev Dept,community hall,48.3,synthetic,sample_projects_synthetic.csv
313,KE10370,Ernakulam Constituency,Ernakulam,Kerala,1000000,1000000.0,814854.61,COMPLETED,180,08-08-2023,2024-02-04,06-01-2024,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv
314,UT10538,Lucknow Constituency,,Uttar Pradesh,2000000,1000000.0,952809.34,sanctioned,730,2023-05-11,2025-05-10,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv
315,KA09324,Mysuru Constituency,Mysuru,Karnataka,200000,200000.0,131845.79,STALLED,730,2024-09-05,2026-09-05,,Rural Dev Dept,community hall,23.2,synthetic,sample_projects_synthetic.csv
316,KA10641,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1000000,1000000.0,720000.0,sanctioned,180,2023-09-11,09-03-2024,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv
317,AN09104,Guntur Constituency,Guntur,Andhra Pradesh,1500000,1500000.0,882665.86,completed,270,2023-11-18,2024-08-14,2024-09-19,Zilla Parishad,electricity,100.0,synthetic,sample_projects_synthetic.csv
318,UT10439,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,300000,0.0,0.0,RECOMMENDED,365,2023-06-28,2024-06-27,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv
319,KA09024,Belagavi Constituency,Belagavi,Karnataka,500000,500000.0,365894.63,sanctioned,545,2023-04-02,2024-09-28,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv
320,RA10222,Jaipur Constituency, Jaipur,Rajasthan,1000000,1000000.0,850000.0,stalled,730,11-05-2024,2026-05-11,,Zilla Parishad,drinking water,29.8,synthetic,sample_projects_synthetic.csv
321,BI09525,Muzaffarpur Constituency,Muzaffarpur,Bihar,500000,500000.0,231372.98,completed,730,2024-01-14,2026-01-13,2026-06-04,PWD,road,100.0,synthetic,sample_projects_synthetic.csv
322,KE10634,Kozhikode Constituency,Kozhikode,Kerala,1000000,1000000.0,789871.0,sanctioned,90,2024-04-07,2024-07-06,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv
323,TA09011,Madurai Constituency,Madurai,Tamil Nadu,750000,750000.0,607500.0, sanctioned ,180,2024-01-21,19-07-2024,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
324,KE10550,Kozhikode Constituency,,Kerala,750000,375000.0,179293.91, stalled ,365,29-11-2024,2025-11-29,,Jal Nigam,road,11.4,synthetic,sample_projects_synthetic.csv
325,TA10443,Coimbatore Constituency,Coimbatore,Tamil Nadu,2000000,1000000.0,815121.58,completed,545,27-08-2023,2025-02-22,19-02-2025,PWD,road,100.0,synthetic,sample_projects_synthetic.csv
326,TA09549,Madurai Constituency,Madurai,Tamil Nadu,750000,0.0,0.0,recommended,180,22-08-2023,2024-02-18,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv
327,TA09099,Coimbatore Constituency,Coimbatore,Tamil Nadu,200000,100000.0,68647.07,sanctioned,270,2024-06-21,2025-03-18,,PWD,school,,synthetic,sample_projects_synthetic.csv
328,AN09689,Krishna Constituency,Krishna,Andhra Pradesh,500000,0.0,0.0,recommended,365,2024-08-16,16-08-2025,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv
329,TA10064,Madurai Constituency,Madurai,Tamil Nadu,1500000,1500000.0,1243291.94,SANCTIONED,270,28-06-2024,2025-03-25,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv
330,KE09452,Kozhikode Constituency,Kozhikode,Kerala,500000,250000.0,129960.27,SANCTIONED,730,2023-11-22,21-11-2025,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv
331,BI09993,Patna Constituency,Patna,Bihar,200000,,136985.39,stalled,365,2024-07-06,2025-07-06,,Jal Nigam,sanitation,52.7,synthetic,sample_projects_synthetic.csv
332,WE10748,Kolkata Constituency,Kolkata,West Bengal,2000000,1000000.0,535390.47, sanctioned ,365,2023-01-28,2024-01-28,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv
333,KA09808,Belagavi Constituency,Belagavi,Karnataka,300000,150000.0,73277.0,sanctioned,180,20-11-2023,18-05-2024,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv
334,TA10113,Chennai Constituency,Chennai,Tamil Nadu,1500000,0.0,0.0,recommended,270,2024-03-14,2024-12-09,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv
335,KA10079,Belagavi Constituency,Belagavi,Karnataka,1500000,,872018.6, sanctioned ,365,2023-06-11,2024-06-10,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv
336,AN10279,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,0.0,0.0,recommended,545,2023-10-17,14-04-2025,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
337,BI09355,Gaya Constituency, Gaya,Bihar,300000,150000.0,66000.0,STALLED,180,2023-06-13,2023-12-10,,PWD,drinking water,31.2,synthetic,sample_projects_synthetic.csv
338,BI10174,Patna Constituency,Patna,Bihar,1500000,1500000.0,800354.06,ongoing,90,22-11-2024,2025-02-20,,Zilla Parishad,road,45.3,synthetic,sample_projects_synthetic.csv
339,KA10553,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,520341.27,completed,365,2023-10-13,2024-10-12,2024-09-21,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv
340,KE10286,Ernakulam Constituency,Ernakulam,Kerala,300000,300000.0,168195.73,ongoing,730,07-03-2023,2025-03-06,,Jal Nigam,community hall,43.4,synthetic,sample_projects_synthetic.csv
341,KE10361,Kozhikode Constituency,Kozhikode,Kerala,300000,300000.0,287972.4,sanctioned,90,2024-01-01,31-03-2024,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv
342,WE09457,Kolkata Constituency,Kolkata,West Bengal,2000000,2000000.0,1011345.42,STALLED,270,2024-04-22,17-01-2025,,Jal Nigam,drinking water,94.9,synthetic,sample_projects_synthetic.csv
343,WE09705,Kolkata Constituency, Kolkata,West Bengal,750000,0.0,0.0,recommended,90,2024-01-16,15-04-2024,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv
344,WE10076,Kolkata Constituency,Kolkata,West Bengal,1500000,1500000.0,640016.76,stalled,180,2024-03-15,2024-09-11,,Jal Nigam,sanitation,17.2,synthetic,sample_projects_synthetic.csv
345,BI09168,Patna Constituency,Patna,Bihar,500000,500000.0,389845.26,ongoing,365,2024-11-12,12-11-2025,,Rural Dev Dept,school,49.0,synthetic,sample_projects_synthetic.csv
346,BI10518,Patna Constituency,,Bihar,500000,500000.0,218205.27,sanctioned,365,2024-01-09,2025-01-08,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv
347,WE10164,Kolkata Constituency,Kolkata,West Bengal,300000,0.0,0.0,recommended,545,17-07-2024,2026-01-13,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv
348,TA10572,Chennai Constituency,Chennai,Tamil Nadu,500000,250000.0,232960.1,completed,270,2024-02-10,2024-11-06,13-10-2024,Rural Dev Dept,electricity,100.0,synthetic,sample_projects_synthetic.csv
349,UT10432,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,750000.0,469886.69,completed,545,2024-03-18,14-09-2025,2025-09-06,PWD,electricity,100.0,synthetic,sample_projects_synthetic.csv
350,BI10671,Patna Constituency,Patna,Bihar,500000,500000.0,225000.0,stalled,90,2023-09-28,2023-12-27,,Zilla Parishad,electricity,77.6,synthetic,sample_projects_synthetic.csv
351,UT09461,Lucknow Constituency,Lucknow,Uttar Pradesh,750000,0.0,0.0,recommended,90,10-08-2024,08-11-2024,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv
352,UT10100,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,0.0,0.0,recommended,180,2024-08-30,2025-02-26,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv
353,BI10763,Patna Constituency,Patna,Bihar,300000,150000.0,99396.08, completed ,90,2023-07-31,2023-10-29,2023-11-18,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv
354,KA10192,Mysuru Constituency,Mysuru,Karnataka,500000,0.0,0.0, recommended ,365,2023-01-03,2024-01-03,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
355,TA10343,Madurai Constituency,Madurai,Tamil Nadu,500000,0.0,0.0, recommended ,545,31-05-2024,27-11-2025,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv
356,TA09346,Madurai Constituency,Madurai,Tamil Nadu,300000,150000.0,96506.56, ongoing ,90,2024-06-15,2024-09-13,,Zilla Parishad,road,76.8,synthetic,sample_projects_synthetic.csv
357,UT10535,Varanasi Constituency,,Uttar Pradesh,750000,750000.0,749933.31,sanctioned,90,2023-03-16,2023-06-14,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv
358,MA10579,Nagpur Constituency,Nagpur,Maharashtra,200000,0.0,0.0,recommended,545,2024-05-26,22-11-2025,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv
359,RA10406,Jaipur Constituency,Jaipur,Rajasthan,1000000,500000.0,491702.15,sanctioned,180,2024-07-23,2025-01-19,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
360,WE09613,Kolkata Constituency,Kolkata,West Bengal,300000,0.0,0.0, recommended ,365,2024-10-24,24-10-2025,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv
361,RA09992,Jaipur Constituency,Jaipur,Rajasthan,200000,200000.0,183085.05,stalled,270,05-03-2024,2024-11-30,,PWD,electricity,54.0,synthetic,sample_projects_synthetic.csv
362,MA10057,Nagpur Constituency,Nagpur,Maharashtra,500000,250000.0,166257.15,stalled,730,2023-05-25,2025-05-24,,Zilla Parishad,community hall,60.0,synthetic,sample_projects_synthetic.csv
363,KE09044,Ernakulam Constituency,Ernakulam,Kerala,1000000,0.0,0.0,recommended,730,2023-02-05,04-02-2025,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv
364,TA09059,Chennai Constituency,Chennai,Tamil Nadu,1000000,0.0,0.0,recommended,365,2024-11-22,2025-11-22,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv
365,KA10584,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1000000,500000.0,400000.0,completed,270,22-08-2023,2024-05-18,2024-10-29,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv
366,RA09212,Jodhpur Constituency,Jodhpur,Rajasthan,300000,300000.0,225050.39,sanctioned,270,2023-07-12,2024-04-07,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv
367,UT10527,Varanasi Constituency,,Uttar Pradesh,750000,750000.0,609192.29, stalled ,180,22-10-2024,2025-04-20,,Zilla Parishad,school,46.6,synthetic,sample_projects_synthetic.csv
368,BI09814,Gaya Constituency,Gaya,Bihar,750000,0.0,0.0, recommended ,180,2023-04-24,21-10-2023,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv
369,UT10534,Lucknow Constituency,,Uttar Pradesh,300000,150000.0,104730.74,ONGOING,365,2024-05-18,2025-05-18,,Jal Nigam,community hall,29.1,synthetic,sample_projects_synthetic.csv
370,AN10600,Guntur Constituency,Guntur,Andhra Pradesh,300000,150000.0,82500.0,completed,180,2024-02-29,2024-08-27,17-12-2024,Jal Nigam,sanitation,100.0,synthetic,sample_projects_synthetic.csv
371,MA10683,Nagpur Constituency,Nagpur,Maharashtra,1000000,1000000.0,720000.0,stalled,90,06-03-2023,2023-06-04,,Zilla Parishad,sanitation,59.4,synthetic,sample_projects_synthetic.csv
372,KE10372,Kozhikode Constituency,Kozhikode,Kerala,300000,0.0,0.0,RECOMMENDED,545,2023-02-05,2024-08-03,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv
373,TA10673,Chennai Constituency,Chennai,Tamil Nadu,300000,300000.0,198399.23,completed,545,2023-08-14,09-02-2025,2025-03-10,Rural Dev Dept,irrigation,100.0,synthetic,sample_projects_synthetic.csv
374,BI10548,Muzaffarpur Constituency,,Bihar,1000000,500000.0,367766.9, sanctioned ,270,2024-02-17,13-11-2024,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv
375,WE10461,Kolkata Constituency,Kolkata,West Bengal,200000,100000.0,78012.41,sanctioned,365,2023-08-07,2024-08-06,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv
376,AN10401,Krishna Constituency, Krishna,Andhra Pradesh,500000,500000.0,304273.19,ongoing,270,2023-05-14,2024-02-08,,Zilla Parishad,sanitation,87.3,synthetic,sample_projects_synthetic.csv
377,KE10753,Kozhikode Constituency,Kozhikode,Kerala,1500000,750000.0,480000.0,ONGOING,90,10-07-2024,2024-10-08,,Jal Nigam,irrigation,20.3,synthetic,sample_projects_synthetic.csv
378,AN10087,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,150000.0,92359.11,stalled,545,2024-10-23,2026-04-21,,PWD,school,43.6,synthetic,sample_projects_synthetic.csv
379,AN09688,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,362850.22,sanctioned,180,2023-10-01,2024-03-29,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv
380,AN09293,Guntur Constituency,Guntur,Andhra Pradesh,500000,500000.0,300000.0, sanctioned ,365,2023-05-26,25-05-2024,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv
381,BI10119,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,200000.0,101804.35,sanctioned,270,02-07-2023,28-03-2024,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv
382,AN10101,Guntur Constituency,Guntur,Andhra Pradesh,750000,375000.0,310552.26, completed ,180,2023-04-19,2023-10-16,2023-11-01,Jal Nigam,electricity,100.0,synthetic,sample_projects_synthetic.csv
383,KA10027,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,2000000,2000000.0,801587.1,completed,180,2023-08-10,2024-02-06,18-05-2024,PWD,school,100.0,synthetic,sample_projects_synthetic.csv
384,BI09822,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,750000.0,347756.19,stalled,365,2024-08-07,2025-08-07,,PWD,sanitation,25.4,synthetic,sample_projects_synthetic.csv
385,KA10552,Belagavi Constituency,Belagavi,Karnataka,750000,0.0,0.0,RECOMMENDED,545,2023-10-04,2025-04-01,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv
386,TA09370,Chennai Constituency, Chennai,Tamil Nadu,300000,,109200.0,completed,270,2024-01-30,26-10-2024,2025-04-20,PWD,electricity,100.0,synthetic,sample_projects_synthetic.csv
387,KA10270,Mysuru Constituency,Mysuru,Karnataka,750000,375000.0,368470.69,ongoing,270,2024-10-27,2025-07-24,,Rural Dev Dept,community hall,64.4,synthetic,sample_projects_synthetic.csv
388,UT10719,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,1000000.0,427108.76,stalled,270,2023-01-16,13-10-2023,,Zilla Parishad,sanitation,89.4,synthetic,sample_projects_synthetic.csv
389,UT10455,Varanasi Constituency, Varanasi,Uttar Pradesh,500000,250000.0,143441.76,completed,545,2024-02-15,13-08-2025,2025-09-22,Zilla Parishad,drinking water,100.0,synthetic,sample_projects_synthetic.csv
390,BI10604,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,,158561.92,sanctioned,90,2023-05-04,2023-08-02,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv
391,RA09573,Jaipur Constituency,Jaipur,Rajasthan,1500000,750000.0,317717.66, sanctioned ,545,03-05-2024,30-10-2025,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv
392,KE10137,Kozhikode Constituency,Kozhikode,Kerala,200000,200000.0,104809.23,completed,365,23-11-2023,22-11-2024,2024-11-14,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv
393,AN09349,Krishna Constituency,Krishna,Andhra Pradesh,300000,,128100.0, sanctioned ,180,2023-09-30,2024-03-28,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv
394,UT10141,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,2000000.0,1481937.99,COMPLETED,270,2023-11-13,2024-08-09,06-12-2024,Rural Dev Dept,drinking water,100.0,synthetic,sample_projects_synthetic.csv
395,MA10025,Nagpur Constituency,Nagpur,Maharashtra,300000,300000.0,194097.06,ONGOING,545,2023-01-25,23-07-2024,,Rural Dev Dept,electricity,63.2,synthetic,sample_projects_synthetic.csv
396,BI10663,Patna Constituency,Patna,Bihar,2000000,2000000.0,935984.8,stalled,90,31-10-2023,29-01-2024,,Zilla Parishad,school,90.3,synthetic,sample_projects_synthetic.csv
397,BI09263,Muzaffarpur Constituency,Muzaffarpur,Bihar,500000,250000.0,185000.0,stalled,545,2023-12-07,2025-06-04,,Zilla Parishad,irrigation,28.4,synthetic,sample_projects_synthetic.csv
398,RA09594,Jodhpur Constituency,Jodhpur,Rajasthan,750000,750000.0,270000.0,ongoing,730,2023-08-11,10-08-2025,,Zilla Parishad,sanitation,35.8,synthetic,sample_projects_synthetic.csv
399,TA09547,Madurai Constituency,Madurai,Tamil Nadu,1000000,1000000.0,530000.0, completed ,90,2024-03-10,08-06-2024,2024-09-22,Zilla Parishad,school,100.0,synthetic,sample_projects_synthetic.csv
400,AN10308,Guntur Constituency, Guntur,Andhra Pradesh,300000,300000.0,196597.09,ongoing,90,26-01-2024,2024-04-25,,Jal Nigam,community hall,53.2,synthetic,sample_projects_synthetic.csv
401,TA10066,Coimbatore Constituency,Coimbatore,Tamil Nadu,300000,0.0,0.0,recommended,90,2023-12-30,29-03-2024,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv
402,BI09350,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,1000000.0,892078.88,COMPLETED,90,2024-05-23,2024-08-21,2024-11-12,PWD,road,100.0,synthetic,sample_projects_synthetic.csv
403,TA09731,Madurai Constituency,Madurai,Tamil Nadu,300000,150000.0,99000.0,ongoing,90,06-11-2024,2025-02-04,,Jal Nigam,road,48.0,synthetic,sample_projects_synthetic.csv
404,KA09678,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,314795.43,sanctioned,545,2024-04-27,2025-10-24,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv
405,AN10093,Krishna Constituency,Krishna,Andhra Pradesh,1000000,1000000.0,809204.15,stalled,545,2023-10-03,2025-03-31,,Jal Nigam,drinking water,78.4,synthetic,sample_projects_synthetic.csv
406,AN10515,Krishna Constituency,,Andhra Pradesh,500000,500000.0,366535.71, sanctioned ,730,2024-08-27,27-08-2026,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv
407,KA09860,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,2000000,2000000.0,1639723.29,completed,180,2023-08-07,2024-02-03,2024-06-11,Jal Nigam,school,100.0,synthetic,sample_projects_synthetic.csv
408,BI10700,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,0.0,0.0,recommended,365,2023-09-11,10-09-2024,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv
409,WE09674,Kolkata Constituency, Kolkata,West Bengal,500000,500000.0,290000.0,completed,365,18-08-2023,2024-08-17,2024-09-12,Zilla Parishad,community hall,100.0,synthetic,sample_projects_synthetic.csv
410,BI10272,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,0.0,0.0,RECOMMENDED,545,2024-01-12,2025-07-10,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv
411,RA09195,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,1000000.0,754937.7,ONGOING,90,2024-10-09,2025-01-07,,Zilla Parishad,road,51.6,synthetic,sample_projects_synthetic.csv
412,KA10754,Belagavi Constituency, Belagavi,Karnataka,1500000,750000.0,405000.0,sanctioned,90,2023-10-19,17-01-2024,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv
413,BI10467,Patna Constituency,Patna,Bihar,500000,500000.0,382151.52,completed,270,2023-01-11,08-10-2023,2023-10-12,Rural Dev Dept,sanitation,100.0,synthetic,sample_projects_synthetic.csv
414,WE10363,Howrah Constituency,Howrah,West Bengal,2000000,2000000.0,1994527.97,sanctioned,545,07-06-2023,2024-12-03,,PWD,electricity,,synthetic,sample_projects_synthetic.csv
415,KE10520,Ernakulam Constituency,,Kerala,2000000,,768353.08,stalled,730,2023-01-18,17-01-2025,,PWD,electricity,82.6,synthetic,sample_projects_synthetic.csv
416,KA09999,Belagavi Constituency,Belagavi,Karnataka,200000,200000.0,173499.65,sanctioned,270,2023-11-19,15-08-2024,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv
417,TA09819,Madurai Constituency,Madurai,Tamil Nadu,300000,300000.0,252000.0,completed,90,17-07-2023,2023-10-15,2023-12-21,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv
418,KA09890,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,750000.0,740755.53,ongoing,270,2023-12-23,2024-09-18,,PWD,electricity,19.4,synthetic,sample_projects_synthetic.csv
419,UT10356,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,150000.0,123140.61, completed ,545,2023-06-14,10-12-2024,13-06-2025,PWD,school,100.0,synthetic,sample_projects_synthetic.csv
420,UT10011,Lucknow Constituency,Lucknow,Uttar Pradesh,1500000,750000.0,664628.2, sanctioned ,545,2024-03-26,2025-09-22,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv
421,RA10718,Jaipur Constituency,Jaipur,Rajasthan,1000000,1000000.0,420000.0,stalled,180,2024-08-07,2025-02-03,,Rural Dev Dept,irrigation,10.9,synthetic,sample_projects_synthetic.csv
422,WE09767,Kolkata Constituency,Kolkata,West Bengal,1500000,1500000.0,885000.0,stalled,270,2023-12-26,21-09-2024,,Rural Dev Dept,electricity,53.1,synthetic,sample_projects_synthetic.csv
423,KE09411,Ernakulam Constituency,Ernakulam,Kerala,1500000,1500000.0,1172664.08,ongoing,365,05-09-2023,04-09-2024,,Rural Dev Dept,sanitation,42.8,synthetic,sample_projects_synthetic.csv
424,KA09531,Belagavi Constituency,Belagavi,Karnataka,1000000,500000.0,485054.84,ongoing,730,13-03-2024,2026-03-13,,Jal Nigam,drinking water,90.3,synthetic,sample_projects_synthetic.csv
425,WE10690,Howrah Constituency,Howrah,West Bengal,750000,0.0,0.0,recommended,365,2024-05-28,2025-05-28,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv
426,MA09116,Pune Constituency,Pune,Maharashtra,2000000,2000000.0,1440000.0,stalled,365,10-02-2024,09-02-2025,,Zilla Parishad,electricity,40.6,synthetic,sample_projects_synthetic.csv
427,TA10714,Chennai Constituency,Chennai,Tamil Nadu,1000000,1000000.0,844635.79,STALLED,545,2024-08-13,2026-02-09,,PWD,drinking water,21.3,synthetic,sample_projects_synthetic.csv
428,WE09630,Howrah Constituency,Howrah,West Bengal,500000,0.0,0.0,recommended,730,2024-11-13,2026-11-13,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv
429,RA09223,Jodhpur Constituency,Jodhpur,Rajasthan,2000000,,718884.78,ONGOING,270,2023-11-23,2024-08-19,,PWD,road,23.2,synthetic,sample_projects_synthetic.csv
430,BI09006,Patna Constituency,Patna,Bihar,1500000,1500000.0,1202778.54,completed,365,2024-07-12,2025-07-12,15-08-2025,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv
431,UT10099,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,0.0,0.0,RECOMMENDED,90,10-07-2024,2024-10-08,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv
432,AN10347,Guntur Constituency,Guntur,Andhra Pradesh,1000000,0.0,0.0,recommended,545,2024-02-01,30-07-2025,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv
433,TA10062,Coimbatore Constituency,Coimbatore,Tamil Nadu,750000,750000.0,607500.0,COMPLETED,545,05-12-2023,2025-06-02,23-07-2025,PWD,road,100.0,synthetic,sample_projects_synthetic.csv
