expenditure_id,project_id,transaction_ref,amount,date,expenditure_type,status,source
237,PRJ-2026-0188,TXN-235337,7658982.78,2024-07-11,CIVIL_WORK,CLEARED,PFMS_MOCK
238,PRJ-2026-0188,TXN-975329,7658982.78,2024-08-10,CIVIL_WORK,CLEARED,PFMS_MOCK
239,PRJ-2026-0190,TXN-142384,7960739.12,2024-05-21,CIVIL_WORK,CLEARED,PFMS_MOCK
240,PRJ-2026-0190,TXN-839779,7960739.12,2024-06-20,CIVIL_WORK,CLEARED,PFMS_MOCK
241,PRJ-2026-0190,TXN-856051,7960739.12,2024-07-20,CIVIL_WORK,CLEARED,PFMS_MOCK
242,PRJ-2026-0192,TXN-761349,63611350.65,2024-04-16,CIVIL_WORK,CLEARED,PFMS_MOCK
243,PRJ-2026-0193,TXN-638251,2996601.65,2024-04-18,CIVIL_WORK,CLEARED,PFMS_MOCK
244,PRJ-2026-0193,TXN-789848,2996601.65,2024-05-18,CIVIL_WORK,CLEARED,PFMS_MOCK
245,PRJ-2026-0193,TXN-504295,2996601.65,2024-06-17,CIVIL_WORK,CLEARED,PFMS_MOCK
246,PRJ-2026-0194,TXN-871586,26673493.48,2024-04-01,CIVIL_WORK,CLEARED,PFMS_MOCK
247,PRJ-2026-0194,TXN-962988,26673493.48,2024-05-01,CIVIL_WORK,CLEARED,PFMS_MOCK
248,PRJ-2026-0197,TXN-854135,14505499.42,2024-03-22,CIVIL_WORK,CLEARED,PFMS_MOCK
249,PRJ-2026-0197,TXN-818110,14505499.42,2024-04-21,CIVIL_WORK,CLEARED,PFMS_MOCK
250,PRJ-2026-0197,TXN-327523,14505499.42,2024-05-21,CIVIL_WORK,CLEARED,PFMS_MOCK
251,PRJ-2026-0198,TXN-217366,15566888.06,2024-05-20,CIVIL_WORK,CLEARED,PFMS_MOCK
252,PRJ-2026-0200,TXN-632674,24025158.69,2024-03-06,CIVIL_WORK,CLEARED,PFMS_MOCK
253,PRJ-2026-0200,TXN-672552,24025158.69,2024-04-05,CIVIL_WORK,CLEARED,PFMS_MOCK
254,PRJ-2026-0203,TXN-543444,5318612.67,2024-03-20,CIVIL_WORK,CLEARED,PFMS_MOCK
255,PRJ-2026-0203,TXN-511644,5318612.67,2024-04-19,CIVIL_WORK,CLEARED,PFMS_MOCK
256,PRJ-2026-0203,TXN-347291,5318612.67,2024-05-19,CIVIL_WORK,CLEARED,PFMS_MOCK
257,PRJ-2026-0205,TXN-162072,68649348.86,2024-05-12,CIVIL_WORK,CLEARED,PFMS_MOCK
258,PRJ-2026-0207,TXN-511796,10159559.84,2024-03-21,CIVIL_WORK,CLEARED,PFMS_MOCK
259,PRJ-2026-0207,TXN-295040,10159559.84,2024-04-20,CIVIL_WORK,CLEARED,PFMS_MOCK
260,PRJ-2026-0208,TXN-756589,3498442.19,2024-04-07,CIVIL_WORK,CLEARED,PFMS_MOCK
261,PRJ-2026-0208,TXN-901163,3498442.19,2024-05-07,CIVIL_WORK,CLEARED,PFMS_MOCK
262,PRJ-2026-0209,TXN-592073,5790426.88,2024-04-21,CIVIL_WORK,CLEARED,PFMS_MOCK
263,PRJ-2026-0210,TXN-755228,10986599.84,2024-04-03,CIVIL_WORK,CLEARED,PFMS_MOCK
264,PRJ-2026-0210,TXN-465441,10986599.84,2024-05-03,CIVIL_WORK,CLEARED,PFMS_MOCK
265,PRJ-2026-0210,TXN-885303,10986599.84,2024-06-02,CIVIL_WORK,CLEARED,PFMS_MOCK
266,PRJ-2026-0211,TXN-619619,12123303.69,2024-04-01,CIVIL_WORK,CLEARED,PFMS_MOCK
267,PRJ-2026-0214,TXN-622267,22985473.4,2024-05-18,CIVIL_WORK,CLEARED,PFMS_MOCK
268,PRJ-2026-0216,TXN-507620,1662500.0,2024-06-10,CIVIL_WORK,CLEARED,PFMS_MOCK
269,PRJ-2026-0217,TXN-358755,3437066.19,2024-03-01,CIVIL_WORK,CLEARED,PFMS_MOCK
270,PRJ-2026-0217,TXN-470718,3437066.19,2024-03-31,CIVIL_WORK,CLEARED,PFMS_MOCK
271,PRJ-2026-0218,TXN-673864,42561077.75,2024-06-06,CIVIL_WORK,CLEARED,PFMS_MOCK
272,PRJ-2026-0218,TXN-876024,42561077.75,2024-07-06,CIVIL_WORK,CLEARED,PFMS_MOCK
273,PRJ-2026-0219,TXN-106820,27319856.59,2024-03-22,CIVIL_WORK,CLEARED,PFMS_MOCK
274,PRJ-2026-0220,TXN-974073,10757069.62,2024-03-12,CIVIL_WORK,CLEARED,PFMS_MOCK
275,PRJ-2026-0220,TXN-752569,10757069.62,2024-04-11,CIVIL_WORK,CLEARED,PFMS_MOCK
276,PRJ-2026-0220,TXN-112298,10757069.62,2024-05-11,CIVIL_WORK,CLEARED,PFMS_MOCK
277,PRJ-2026-0222,TXN-182762,2883587.77,2024-03-31,CIVIL_WORK,CLEARED,PFMS_MOCK
278,PRJ-2026-0222,TXN-499608,2883587.77,2024-04-30,CIVIL_WORK,CLEARED,PFMS_MOCK
279,PRJ-2026-0222,TXN-336604,2883587.77,2024-05-30,CIVIL_WORK,CLEARED,PFMS_MOCK
280,PRJ-2026-0223,TXN-473764,28566985.39,2024-06-11,CIVIL_WORK,CLEARED,PFMS_MOCK
281,PRJ-2026-0224,TXN-310566,47829821.23,2024-06-04,CIVIL_WORK,CLEARED,PFMS_MOCK
282,PRJ-2026-0224,TXN-292349,47829821.23,2024-07-04,CIVIL_WORK,CLEARED,PFMS_MOCK
283,PRJ-2026-0225,TXN-640814,35692945.34,2024-05-08,CIVIL_WORK,CLEARED,PFMS_MOCK
284,PRJ-2026-0225,TXN-644935,35692945.34,2024-06-07,CIVIL_WORK,CLEARED,PFMS_MOCK
285,PRJ-2026-0226,TXN-188534,18599558.61,2024-03-13,CIVIL_WORK,CLEARED,PFMS_MOCK
286,PRJ-2026-0226,TXN-545496,18599558.61,2024-04-12,CIVIL_WORK,CLEARED,PFMS_MOCK
287,PRJ-2026-0227,TXN-373499,29957831.98,2024-03-27,CIVIL_WORK,CLEARED,PFMS_MOCK
288,PRJ-2026-0227,TXN-415529,29957831.98,2024-04-26,CIVIL_WORK,CLEARED,PFMS_MOCK
289,PRJ-2026-0227,TXN-112215,29957831.98,2024-05-26,CIVIL_WORK,CLEARED,PFMS_MOCK
290,PRJ-2026-0228,TXN-681231,19568671.06,2024-04-15,CIVIL_WORK,CLEARED,PFMS_MOCK
291,PRJ-2026-0228,TXN-131659,19568671.06,2024-05-15,CIVIL_WORK,CLEARED,PFMS_MOCK
292,PRJ-2026-0228,TXN-815099,19568671.06,2024-06-14,CIVIL_WORK,CLEARED,PFMS_MOCK
293,PRJ-2026-0230,TXN-159798,13505835.97,2024-03-31,CIVIL_WORK,CLEARED,PFMS_MOCK
294,PRJ-2026-0230,TXN-696722,13505835.97,2024-04-30,CIVIL_WORK,CLEARED,PFMS_MOCK
295,PRJ-2026-0230,TXN-852521,13505835.97,2024-05-30,CIVIL_WORK,CLEARED,PFMS_MOCK
296,PRJ-2026-0231,TXN-458458,21882217.98,2024-06-12,CIVIL_WORK,CLEARED,PFMS_MOCK
297,PRJ-2026-0231,TXN-537556,21882217.98,2024-07-12,CIVIL_WORK,CLEARED,PFMS_MOCK
298,PRJ-2026-0232,TXN-468867,18306735.29,2024-06-06,CIVIL_WORK,CLEARED,PFMS_MOCK
299,PRJ-2026-0232,TXN-865993,18306735.29,2024-07-06,CIVIL_WORK,CLEARED,PFMS_MOCK
300,PRJ-2026-0232,TXN-486047,18306735.29,2024-08-05,CIVIL_WORK,CLEARED,PFMS_MOCK
301,PRJ-2026-0235,TXN-261857,13079664.8,2024-04-14,CIVIL_WORK,CLEARED,PFMS_MOCK
302,PRJ-2026-0235,TXN-371849,13079664.8,2024-05-14,CIVIL_WORK,CLEARED,PFMS_MOCK
303,PRJ-2026-0239,TXN-902538,6513042.96,2024-05-07,CIVIL_WORK,CLEARED,PFMS_MOCK
304,PRJ-2026-0239,TXN-249543,6513042.96,2024-06-06,CIVIL_WORK,CLEARED,PFMS_MOCK
305,PRJ-2026-0240,TXN-913659,95348565.64,2024-05-04,CIVIL_WORK,CLEARED,PFMS_MOCK
306,PRJ-2026-0241,TXN-210887,32495910.48,2024-06-11,CIVIL_WORK,CLEARED,PFMS_MOCK
307,PRJ-2026-0243,TXN-836321,68832839.5,2024-03-22,CIVIL_WORK,CLEARED,PFMS_MOCK
308,PRJ-2026-0244,TXN-313775,26055720.17,2024-06-06,CIVIL_WORK,CLEARED,PFMS_MOCK
309,PRJ-2026-0244,TXN-155830,26055720.17,2024-07-06,CIVIL_WORK,CLEARED,PFMS_MOCK
310,PRJ-2026-0244,TXN-777770,26055720.17,2024-08-05,CIVIL_WORK,CLEARED,PFMS_MOCK
311,PRJ-2026-0246,TXN-722764,8277414.87,2024-05-19,CIVIL_WORK,CLEARED,PFMS_MOCK
312,PRJ-2026-0246,TXN-443494,8277414.87,2024-06-18,CIVIL_WORK,CLEARED,PFMS_MOCK
313,PRJ-2026-0246,TXN-128062,8277414.87,2024-07-18,CIVIL_WORK,CLEARED,PFMS_MOCK
314,PRJ-2026-0247,TXN-154634,35810331.92,2024-04-16,CIVIL_WORK,CLEARED,PFMS_MOCK
315,PRJ-2026-0247,TXN-676228,35810331.92,2024-05-16,CIVIL_WORK,CLEARED,PFMS_MOCK
316,PRJ-2026-0247,TXN-637409,35810331.92,2024-06-15,CIVIL_WORK,CLEARED,PFMS_MOCK
317,PRJ-2026-0248,TXN-517916,4578129.84,2024-03-01,CIVIL_WORK,CLEARED,PFMS_MOCK
318,PRJ-2026-0249,TXN-925848,7673970.4,2024-04-05,CIVIL_WORK,CLEARED,PFMS_MOCK
319,PRJ-2026-0249,TXN-708850,7673970.4,2024-05-05,CIVIL_WORK,CLEARED,PFMS_MOCK
320,PRJ-2026-0252,TXN-914077,11158048.24,2024-03-28,CIVIL_WORK,CLEARED,PFMS_MOCK
321,PRJ-2026-0252,TXN-480218,11158048.24,2024-04-27,CIVIL_WORK,CLEARED,PFMS_MOCK
322,PRJ-2026-0252,TXN-342426,11158048.24,2024-05-27,CIVIL_WORK,CLEARED,PFMS_MOCK
323,PRJ-2026-0253,TXN-774400,9789870.01,2024-05-13,CIVIL_WORK,CLEARED,PFMS_MOCK
324,PRJ-2026-0253,TXN-196425,9789870.01,2024-06-12,CIVIL_WORK,CLEARED,PFMS_MOCK
325,PRJ-2026-0254,TXN-745981,23625075.25,2024-06-07,CIVIL_WORK,CLEARED,PFMS_MOCK
326,PRJ-2026-0256,TXN-554498,24752912.03,2024-04-05,CIVIL_WORK,CLEARED,PFMS_MOCK
327,PRJ-2026-0258,TXN-510213,17060481.52,2024-05-10,CIVIL_WORK,CLEARED,PFMS_MOCK
328,PRJ-2026-0258,TXN-954386,17060481.52,2024-06-09,CIVIL_WORK,CLEARED,PFMS_MOCK
329,PRJ-2026-0259,TXN-916140,9476519.38,2024-06-10,CIVIL_WORK,CLEARED,PFMS_MOCK
330,PRJ-2026-0259,TXN-295413,9476519.38,2024-07-10,CIVIL_WORK,CLEARED,PFMS_MOCK
331,PRJ-2026-0259,TXN-689518,9476519.38,2024-08-09,CIVIL_WORK,CLEARED,PFMS_MOCK
332,PRJ-2026-0261,TXN-705528,30921091.31,2024-05-14,CIVIL_WORK,CLEARED,PFMS_MOCK
333,PRJ-2026-0262,TXN-374993,34406826.98,2024-03-27,CIVIL_WORK,CLEARED,PFMS_MOCK
334,PRJ-2026-0263,TXN-968576,11836310.51,2024-04-19,CIVIL_WORK,CLEARED,PFMS_MOCK
335,PRJ-2026-0263,TXN-614291,11836310.51,2024-05-19,CIVIL_WORK,CLEARED,PFMS_MOCK
336,PRJ-2026-0263,TXN-629316,11836310.51,2024-06-18,CIVIL_WORK,CLEARED,PFMS_MOCK
337,PRJ-2026-0266,TXN-942884,12071380.95,2024-04-21,CIVIL_WORK,CLEARED,PFMS_MOCK
338,PRJ-2026-0266,TXN-589518,12071380.95,2024-05-21,CIVIL_WORK,CLEARED,PFMS_MOCK
339,PRJ-2026-0267,TXN-217638,86111896.7,2024-05-23,CIVIL_WORK,CLEARED,PFMS_MOCK
340,PRJ-2026-0268,TXN-755535,21319656.47,2024-03-01,CIVIL_WORK,CLEARED,PFMS_MOCK
341,PRJ-2026-0268,TXN-570749,21319656.47,2024-03-31,CIVIL_WORK,CLEARED,PFMS_MOCK
342,PRJ-2026-0268,TXN-117191,21319656.47,2024-04-30,CIVIL_WORK,CLEARED,PFMS_MOCK
343,PRJ-2026-0272,TXN-800924,28924527.39,2024-03-24,CIVIL_WORK,CLEARED,PFMS_MOCK
344,PRJ-2026-0272,TXN-822906,28924527.39,2024-04-23,CIVIL_WORK,CLEARED,PFMS_MOCK
345,PRJ-2026-0273,TXN-949877,22655832.57,2024-05-26,CIVIL_WORK,CLEARED,PFMS_MOCK
346,PRJ-2026-0273,TXN-804259,22655832.57,2024-06-25,CIVIL_WORK,CLEARED,PFMS_MOCK
347,PRJ-2026-0274,TXN-239055,42979591.61,2024-05-08,CIVIL_WORK,CLEARED,PFMS_MOCK
348,PRJ-2026-0280,TXN-932349,11377939.22,2024-05-26,CIVIL_WORK,CLEARED,PFMS_MOCK
349,PRJ-2026-0280,TXN-985640,11377939.22,2024-06-25,CIVIL_WORK,CLEARED,PFMS_MOCK
350,PRJ-2026-0283,TXN-436175,32101636.55,2024-03-26,CIVIL_WORK,CLEARED,PFMS_MOCK
351,PRJ-2026-0284,TXN-328634,6919086.33,2024-04-04,CIVIL_WORK,CLEARED,PFMS_MOCK
352,PRJ-2026-0284,TXN-227329,6919086.33,2024-05-04,CIVIL_WORK,CLEARED,PFMS_MOCK
353,PRJ-2026-0284,TXN-647536,6919086.33,2024-06-03,CIVIL_WORK,CLEARED,PFMS_MOCK
354,PRJ-2026-0285,TXN-343437,2831935.4,2024-05-02,CIVIL_WORK,CLEARED,PFMS_MOCK
355,PRJ-2026-0285,TXN-688896,2831935.4,2024-06-01,CIVIL_WORK,CLEARED,PFMS_MOCK
356,PRJ-2026-0285,TXN-551736,2831935.4,2024-07-01,CIVIL_WORK,CLEARED,PFMS_MOCK
357,PRJ-2026-0287,TXN-444848,17393545.18,2024-05-27,CIVIL_WORK,CLEARED,PFMS_MOCK
358,PRJ-2026-0288,TXN-882864,11228074.62,2024-04-09,CIVIL_WORK,CLEARED,PFMS_MOCK
359,PRJ-2026-0288,TXN-146030,11228074.62,2024-05-09,CIVIL_WORK,CLEARED,PFMS_MOCK
360,PRJ-2026-0290,TXN-721155,12900563.88,2024-05-27,CIVIL_WORK,CLEARED,PFMS_MOCK
361,PRJ-2026-0290,TXN-310544,12900563.88,2024-06-26,CIVIL_WORK,CLEARED,PFMS_MOCK
362,PRJ-2026-0292,TXN-905639,12984242.49,2024-04-20,CIVIL_WORK,CLEARED,PFMS_MOCK
363,PRJ-2026-0292,TXN-663024,12984242.49,2024-05-20,CIVIL_WORK,CLEARED,PFMS_MOCK
364,PRJ-2026-0293,TXN-608864,12334294.72,2024-05-02,CIVIL_WORK,CLEARED,PFMS_MOCK
365,PRJ-2026-0293,TXN-771843,12334294.72,2024-06-01,CIVIL_WORK,CLEARED,PFMS_MOCK
366,PRJ-2026-0293,TXN-966762,12334294.72,2024-07-01,CIVIL_WORK,CLEARED,PFMS_MOCK
367,PRJ-2026-0295,TXN-427191,22313752.92,2024-06-03,CIVIL_WORK,CLEARED,PFMS_MOCK
368,PRJ-2026-0296,TXN-805254,41892030.9,2024-04-05,CIVIL_WORK,CLEARED,PFMS_MOCK
369,PRJ-2026-0297,TXN-253093,34563889.91,2024-05-17,CIVIL_WORK,CLEARED,PFMS_MOCK
370,PRJ-2026-0298,TXN-666152,29247458.7,2024-03-25,CIVIL_WORK,CLEARED,PFMS_MOCK
371,PRJ-2026-0298,TXN-171563,29247458.7,2024-04-24,CIVIL_WORK,CLEARED,PFMS_MOCK
372,PRJ-2026-0301,TXN-508037,28887450.16,2024-05-07,CIVIL_WORK,CLEARED,PFMS_MOCK
373,PRJ-2026-0301,TXN-678946,28887450.16,2024-06-06,CIVIL_WORK,CLEARED,PFMS_MOCK
374,PRJ-2026-0301,TXN-901171,28887450.16,2024-07-06,CIVIL_WORK,CLEARED,PFMS_MOCK
375,PRJ-2026-0304,TXN-562576,15664876.77,2024-03-13,CIVIL_WORK,CLEARED,PFMS_MOCK
376,PRJ-2026-0304,TXN-976514,15664876.77,2024-04-12,CIVIL_WORK,CLEARED,PFMS_MOCK
377,PRJ-2026-0305,TXN-740322,30171808.22,2024-05-09,CIVIL_WORK,CLEARED,PFMS_MOCK
378,PRJ-2026-0305,TXN-202427,30171808.22,2024-06-08,CIVIL_WORK,CLEARED,PFMS_MOCK
379,PRJ-2026-0306,TXN-396214,89888707.56,2024-05-09,CIVIL_WORK,CLEARED,PFMS_MOCK
380,PRJ-2026-0307,TXN-301660,29382465.07,2024-04-27,CIVIL_WORK,CLEARED,PFMS_MOCK
381,PRJ-2026-0307,TXN-909914,29382465.07,2024-05-27,CIVIL_WORK,CLEARED,PFMS_MOCK
382,PRJ-2026-0308,TXN-980302,26089345.46,2024-03-20,CIVIL_WORK,CLEARED,PFMS_MOCK
383,PRJ-2026-0309,TXN-845752,32594436.28,2024-05-18,CIVIL_WORK,CLEARED,PFMS_MOCK
384,PRJ-2026-0311,TXN-909320,14891199.87,2024-05-07,CIVIL_WORK,CLEARED,PFMS_MOCK
385,PRJ-2026-0311,TXN-676837,14891199.87,2024-06-06,CIVIL_WORK,CLEARED,PFMS_MOCK
386,PRJ-2026-0311,TXN-993015,14891199.87,2024-07-06,CIVIL_WORK,CLEARED,PFMS_MOCK
387,PRJ-2026-0312,TXN-567444,10972849.28,2024-04-11,CIVIL_WORK,CLEARED,PFMS_MOCK
388,PRJ-2026-0312,TXN-486973,10972849.28,2024-05-11,CIVIL_WORK,CLEARED,PFMS_MOCK
389,PRJ-2026-0312,TXN-521125,10972849.28,2024-06-10,CIVIL_WORK,CLEARED,PFMS_MOCK
390,PRJ-2026-0314,TXN-911198,14736411.67,2024-03-30,CIVIL_WORK,CLEARED,PFMS_MOCK
391,PRJ-2026-0316,TXN-966685,7979021.57,2024-04-23,CIVIL_WORK,CLEARED,PFMS_MOCK
392,PRJ-2026-0317,TXN-750464,26954500.02,2024-05-14,CIVIL_WORK,CLEARED,PFMS_MOCK
393,PRJ-2026-0318,TXN-861274,30010166.98,2024-03-25,CIVIL_WORK,CLEARED,PFMS_MOCK
394,PRJ-2026-0319,TXN-682020,28128310.78,2024-04-01,CIVIL_WORK,CLEARED,PFMS_MOCK
395,PRJ-2026-0320,TXN-205601,6724031.82,2024-03-17,CIVIL_WORK,CLEARED,PFMS_MOCK
396,PRJ-2026-0320,TXN-789198,6724031.82,2024-04-16,CIVIL_WORK,CLEARED,PFMS_MOCK
397,PRJ-2026-0320,TXN-295727,6724031.82,2024-05-16,CIVIL_WORK,CLEARED,PFMS_MOCK
398,PRJ-2026-0322,TXN-741922,12826848.68,2024-05-20,CIVIL_WORK,CLEARED,PFMS_MOCK
399,PRJ-2026-0322,TXN-554536,12826848.68,2024-06-19,CIVIL_WORK,CLEARED,PFMS_MOCK
400,PRJ-2026-0322,TXN-165035,12826848.68,2024-07-19,CIVIL_WORK,CLEARED,PFMS_MOCK
401,PRJ-2026-0323,TXN-885629,58456387.53,2024-03-27,CIVIL_WORK,CLEARED,PFMS_MOCK
402,PRJ-2026-0324,TXN-238625,11582094.8,2024-05-01,CIVIL_WORK,CLEARED,PFMS_MOCK
403,PRJ-2026-0324,TXN-440815,11582094.8,2024-05-31,CIVIL_WORK,CLEARED,PFMS_MOCK
404,PRJ-2026-0324,TXN-824866,11582094.8,2024-06-30,CIVIL_WORK,CLEARED,PFMS_MOCK
405,PRJ-2026-0325,TXN-349473,24150711.7,2024-04-27,CIVIL_WORK,CLEARED,PFMS_MOCK
406,PRJ-2026-0325,TXN-624143,24150711.7,2024-05-27,CIVIL_WORK,CLEARED,PFMS_MOCK
407,PRJ-2026-0327,TXN-372053,35146218.63,2024-05-13,CIVIL_WORK,CLEARED,PFMS_MOCK
408,PRJ-2026-0328,TXN-803722,13452876.8,2024-04-27,CIVIL_WORK,CLEARED,PFMS_MOCK
409,PRJ-2026-0331,TXN-582869,8684879.0,2024-03-14,CIVIL_WORK,CLEARED,PFMS_MOCK
410,PRJ-2026-0331,TXN-514189,8684879.0,2024-04-13,CIVIL_WORK,CLEARED,PFMS_MOCK
411,PRJ-2026-0331,TXN-576590,8684879.0,2024-05-13,CIVIL_WORK,CLEARED,PFMS_MOCK
412,PRJ-2026-0332,TXN-286617,40960346.98,2024-05-18,CIVIL_WORK,CLEARED,PFMS_MOCK
413,PRJ-2026-0335,TXN-736756,34894843.18,2024-06-19,CIVIL_WORK,CLEARED,PFMS_MOCK
414,PRJ-2026-0335,TXN-190141,34894843.18,2024-07-19,CIVIL_WORK,CLEARED,PFMS_MOCK
415,PRJ-2026-0336,TXN-892650,42570367.96,2024-06-09,CIVIL_WORK,CLEARED,PFMS_MOCK
416,PRJ-2026-0336,TXN-155414,42570367.96,2024-07-09,CIVIL_WORK,CLEARED,PFMS_MOCK
417,PRJ-2026-0336,TXN-567301,42570367.96,2024-08-08,CIVIL_WORK,CLEARED,PFMS_MOCK
418,PRJ-2026-0337,TXN-978377,35616905.04,2024-03-13,CIVIL_WORK,CLEARED,PFMS_MOCK
419,PRJ-2026-0337,TXN-595124,35616905.04,2024-04-12,CIVIL_WORK,CLEARED,PFMS_MOCK
420,PRJ-2026-0337,TXN-434424,35616905.04,2024-05-12,CIVIL_WORK,CLEARED,PFMS_MOCK
421,PRJ-2026-0338,TXN-644631,55464391.0,2024-06-19,CIVIL_WORK,CLEARED,PFMS_MOCK
422,PRJ-2026-0339,TXN-509858,26113444.34,2024-03-06,CIVIL_WORK,CLEARED,PFMS_MOCK
423,PRJ-2026-0339,TXN-138522,26113444.34,2024-04-05,CIVIL_WORK,CLEARED,PFMS_MOCK
424,PRJ-2026-0339,TXN-107612,26113444.34,2024-05-05,CIVIL_WORK,CLEARED,PFMS_MOCK
425,PRJ-2026-0340,TXN-862376,23648386.07,2024-06-07,CIVIL_WORK,CLEARED,PFMS_MOCK
426,PRJ-2026-0341,TXN-477973,15336596.6,2024-03-09,CIVIL_WORK,CLEARED,PFMS_MOCK
427,PRJ-2026-0341,TXN-595827,15336596.6,2024-04-08,CIVIL_WORK,CLEARED,PFMS_MOCK
428,PRJ-2026-0342,TXN-814579,27699156.92,2024-05-26,CIVIL_WORK,CLEARED,PFMS_MOCK
429,PRJ-2026-0342,TXN-510745,27699156.92,2024-06-25,CIVIL_WORK,CLEARED,PFMS_MOCK
430,PRJ-2026-0342,TXN-236194,27699156.92,2024-07-25,CIVIL_WORK,CLEARED,PFMS_MOCK
431,PRJ-2026-0344,TXN-327138,3886417.6,2024-04-26,CIVIL_WORK,CLEARED,PFMS_MOCK
432,PRJ-2026-0344,TXN-139836,3886417.6,2024-05-26,CIVIL_WORK,CLEARED,PFMS_MOCK
433,PRJ-2026-0347,TXN-865668,20844869.92,2024-05-01,CIVIL_WORK,CLEARED,PFMS_MOCK
434,PRJ-2026-0347,TXN-929020,20844869.92,2024-05-31,CIVIL_WORK,CLEARED,PFMS_MOCK
435,PRJ-2026-0348,TXN-527301,5412292.15,2024-04-03,CIVIL_WORK,CLEARED,PFMS_MOCK
436,PRJ-2026-0348,TXN-714410,5412292.15,2024-05-03,CIVIL_WORK,CLEARED,PFMS_MOCK
437,PRJ-2026-0348,TXN-249383,5412292.15,2024-06-02,CIVIL_WORK,CLEARED,PFMS_MOCK
438,PRJ-2026-0350,TXN-428812,6121106.87,2024-02-29,CIVIL_WORK,CLEARED,PFMS_MOCK
439,PRJ-2026-0350,TXN-963501,6121106.87,2024-03-30,CIVIL_WORK,CLEARED,PFMS_MOCK
440,PRJ-2026-0352,TXN-488031,33200470.23,2024-03-09,CIVIL_WORK,CLEARED,PFMS_MOCK
441,PRJ-2026-0352,TXN-261390,33200470.23,2024-04-08,CIVIL_WORK,CLEARED,PFMS_MOCK
442,PRJ-2026-0353,TXN-199397,19181209.23,2024-04-30,CIVIL_WORK,CLEARED,PFMS_MOCK
443,PRJ-2026-0354,TXN-142594,29831346.43,2024-03-05,CIVIL_WORK,CLEARED,PFMS_MOCK
444,PRJ-2026-0354,TXN-380243,29831346.43,2024-04-04,CIVIL_WORK,CLEARED,PFMS_MOCK
445,PRJ-2026-0356,TXN-649479,32325815.63,2024-03-31,CIVIL_WORK,CLEARED,PFMS_MOCK
446,PRJ-2026-0356,TXN-588135,32325815.63,2024-04-30,CIVIL_WORK,CLEARED,PFMS_MOCK
447,PRJ-2026-0357,TXN-725753,15122618.95,2024-04-04,CIVIL_WORK,CLEARED,PFMS_MOCK
448,PRJ-2026-0357,TXN-883004,15122618.95,2024-05-04,CIVIL_WORK,CLEARED,PFMS_MOCK
449,PRJ-2026-0357,TXN-842365,15122618.95,2024-06-03,CIVIL_WORK,CLEARED,PFMS_MOCK
450,PRJ-2026-0358,TXN-281462,9414665.25,2024-05-17,CIVIL_WORK,CLEARED,PFMS_MOCK
451,PRJ-2026-0359,TXN-961516,13339162.15,2024-06-09,CIVIL_WORK,CLEARED,PFMS_MOCK
452,PRJ-2026-0359,TXN-394222,13339162.15,2024-07-09,CIVIL_WORK,CLEARED,PFMS_MOCK
453,PRJ-2026-0360,TXN-978495,9599320.42,2024-05-27,CIVIL_WORK,CLEARED,PFMS_MOCK
454,PRJ-2026-0360,TXN-941939,9599320.42,2024-06-26,CIVIL_WORK,CLEARED,PFMS_MOCK
455,PRJ-2026-0364,TXN-734796,30755066.56,2024-03-26,CIVIL_WORK,CLEARED,PFMS_MOCK
456,PRJ-2026-0364,TXN-206844,30755066.56,2024-04-25,CIVIL_WORK,CLEARED,PFMS_MOCK
457,PRJ-2026-0365,TXN-868296,36973033.68,2024-06-02,CIVIL_WORK,CLEARED,PFMS_MOCK
458,PRJ-2026-0366,TXN-736965,19411840.61,2024-03-05,CIVIL_WORK,CLEARED,PFMS_MOCK
459,PRJ-2026-0367,TXN-998591,21800270.7,2024-04-17,CIVIL_WORK,CLEARED,PFMS_MOCK
460,PRJ-2026-0367,TXN-204306,21800270.7,2024-05-17,CIVIL_WORK,CLEARED,PFMS_MOCK
461,PRJ-2026-0367,TXN-700399,21800270.7,2024-06-16,CIVIL_WORK,CLEARED,PFMS_MOCK
462,PRJ-2026-0368,TXN-645247,25419592.61,2024-04-04,CIVIL_WORK,CLEARED,PFMS_MOCK
463,PRJ-2026-0368,TXN-207544,25419592.61,2024-05-04,CIVIL_WORK,CLEARED,PFMS_MOCK
464,PRJ-2026-0371,TXN-694848,27800881.01,2024-03-27,CIVIL_WORK,CLEARED,PFMS_MOCK
465,PRJ-2026-0371,TXN-593251,27800881.01,2024-04-26,CIVIL_WORK,CLEARED,PFMS_MOCK
466,PRJ-2026-0373,TXN-962251,18993458.26,2024-03-25,CIVIL_WORK,CLEARED,PFMS_MOCK
467,PRJ-2026-0373,TXN-927861,18993458.26,2024-04-24,CIVIL_WORK,CLEARED,PFMS_MOCK
468,PRJ-2026-0373,TXN-675169,18993458.26,2024-05-24,CIVIL_WORK,CLEARED,PFMS_MOCK
469,PRJ-2026-0374,TXN-596374,11112072.32,2024-03-21,CIVIL_WORK,CLEARED,PFMS_MOCK
470,PRJ-2026-0374,TXN-415858,11112072.32,2024-04-20,CIVIL_WORK,CLEARED,PFMS_MOCK
471,PRJ-2026-0374,TXN-892331,11112072.32,2024-05-20,CIVIL_WORK,CLEARED,PFMS_MOCK
472,PRJ-2026-0375,TXN-306590,13349736.07,2024-03-31,CIVIL_WORK,CLEARED,PFMS_MOCK
