project_id,project_title,description,mp_id,constituency_id,state_id,district_id,agency_id,category,sanctioned_amount,cost_estimate,released_amount,expenditure,project_status,sanction_date,start_date,expected_completion_date,actual_completion_date,progress_percentage,latitude,longitude,data_source
PRJ-2026-0289,Roads & Pathways Work 290,Construction and development of roads & pathways facilities.,145,145,6,145,145,Roads & Pathways,65777536.48,65777536.48,0.0,0.0,sanctioned,2024-04-16,2024-04-27,2025-04-16,,0.0,21.0289,77.4605,REAL_MPLADS
PRJ-2026-0290,Roads & Pathways Work 291,Construction and development of roads & pathways facilities.,145,145,6,145,145,Roads & Pathways,81222463.52000001,81222463.52000001,56855724.464,25801127.76,stalled,2024-04-12,2024-04-27,2025-04-12,,45.38,22.3266,86.3084,REAL_MPLADS
PRJ-2026-0291,Healthcare Work 292,Construction and development of healthcare facilities.,146,146,4,146,146,Healthcare,94695125.06,94695125.06,0.0,0.0,recommended,2024-02-15,,2025-02-14,,0.0,17.4079,80.3944,REAL_MPLADS
PRJ-2026-0292,Healthcare Work 293,Construction and development of healthcare facilities.,146,146,4,146,146,Healthcare,62390239.84,62390239.84,43673167.888,25968484.99,ongoing,2024-02-21,2024-03-21,2025-02-20,,58.6,19.1705,75.9555,REAL_MPLADS
PRJ-2026-0293,Water & Sanitation Work 294,Construction and development of water & sanitation facilities.,147,147,22,147,147,Water & Sanitation,82428291.08,82428291.08,57699803.756,37002884.15,stalled,2024-03-17,2024-04-02,2025-03-17,,64.13,26.5493,81.2205,REAL_MPLADS
PRJ-2026-0294,Infrastructure Work 295,Construction and development of infrastructure facilities.,147,147,22,147,147,Infrastructure,64571708.92,64571708.92,0.0,0.0,recommended,2024-02-22,,2025-02-21,,0.0,22.7316,78.6581,REAL_MPLADS
PRJ-2026-0295,Roads & Pathways Work 296,Construction and development of roads & pathways facilities.,148,148,1,148,148,Roads & Pathways,70352659.22,70352659.22,49246861.453999996,22313752.92,stalled,2024-04-12,2024-05-04,2025-04-12,,45.31,24.7723,72.3506,REAL_MPLADS
PRJ-2026-0296,Healthcare Work 297,Construction and development of healthcare facilities.,148,148,1,148,148,Healthcare,76647340.78,76647340.78,53653138.546,41892030.9,ongoing,2024-02-22,2024-03-06,2025-02-21,,73.62,19.0149,77.5353,REAL_MPLADS
PRJ-2026-0297,Education Work 298,Construction and development of education facilities.,149,149,1,149,149,Education,88505082.6,88505082.6,61953557.81999999,34563889.91,stalled,2024-04-04,2024-04-17,2025-04-04,,55.79,23.5742,80.5656,REAL_MPLADS
PRJ-2026-0298,Roads & Pathways Work 299,Construction and development of roads & pathways facilities.,149,149,1,149,149,Roads & Pathways,58494917.400000006,58494917.400000006,58494917.400000006,58494917.400000006,completed,2024-02-04,2024-02-24,2025-02-03,2024-09-11,100.0,22.7593,79.3269,REAL_MPLADS
PRJ-2026-0299,Education Work 300,Construction and development of education facilities.,150,150,9,150,150,Education,77788965.32,77788965.32,0.0,0.0,ongoing,2024-01-23,2024-02-08,2025-01-22,,2.3,25.4904,77.9612,REAL_MPLADS
PRJ-2026-0300,Education Work 301,Construction and development of education facilities.,150,150,9,150,150,Education,69211034.68,69211034.68,0.0,0.0,recommended,2024-03-28,,2025-03-28,,0.0,17.29,72.0381,REAL_MPLADS
PRJ-2026-0301,Education Work 302,Construction and development of education facilities.,151,151,6,151,151,Education,86662350.49,86662350.49,86662350.49,86662350.49,completed,2024-03-12,2024-04-07,2025-03-12,2024-10-24,100.0,26.9493,75.4471,REAL_MPLADS
PRJ-2026-0302,Infrastructure Work 303,Construction and development of infrastructure facilities.,151,151,6,151,151,Infrastructure,83771680.62000002,83771680.62000002,0.0,0.0,sanctioned,2024-01-23,2024-02-04,2025-01-22,,0.0,18.1145,73.4619,REAL_MPLADS
PRJ-2026-0303,Water & Sanitation Work 304,Construction and development of water & sanitation facilities.,152,152,22,152,152,Water & Sanitation,72467708.26,72467708.26,0.0,0.0,recommended,2024-01-27,,2025-01-26,,0.0,25.9682,84.1286,REAL_MPLADS
PRJ-2026-0304,Roads & Pathways Work 305,Construction and development of roads & pathways facilities.,152,152,22,152,152,Roads & Pathways,74532291.74,74532291.74,52172604.217999995,31329753.53,ongoing,2024-01-24,2024-02-12,2025-01-23,,56.71,22.9819,81.5452,REAL_MPLADS
PRJ-2026-0305,Education Work 306,Construction and development of education facilities.,153,153,21,153,153,Education,60343616.44,60343616.44,60343616.44,60343616.44,completed,2024-03-27,2024-04-09,2025-03-27,2024-10-26,100.0,24.1074,84.9628,REAL_MPLADS
PRJ-2026-0306,Water & Sanitation Work 307,Construction and development of water & sanitation facilities.,153,153,21,153,153,Water & Sanitation,89888707.56,89888707.56,89888707.56,89888707.56,completed,2024-03-11,2024-04-09,2025-03-11,2024-10-26,100.0,21.0077,72.885,REAL_MPLADS
PRJ-2026-0307,Infrastructure Work 308,Construction and development of infrastructure facilities.,154,154,14,154,154,Infrastructure,58764930.14,58764930.14,58764930.14,58764930.14,completed,2024-03-13,2024-03-28,2025-03-13,2024-10-14,100.0,21.6137,85.1081,REAL_MPLADS
PRJ-2026-0308,Education Work 309,Construction and development of education facilities.,154,154,14,154,154,Education,88235069.86,88235069.86,61764548.901999995,26089345.46,stalled,2024-01-24,2024-02-19,2025-01-23,,42.24,20.7786,72.8,REAL_MPLADS
PRJ-2026-0309,Education Work 310,Construction and development of education facilities.,155,155,1,155,155,Education,86117034.21,86117034.21,60281923.94699999,32594436.28,stalled,2024-03-23,2024-04-18,2025-03-23,,54.07,17.5877,74.5966,REAL_MPLADS
PRJ-2026-0310,Education Work 311,Construction and development of education facilities.,155,155,1,155,155,Education,73563249.17999999,73563249.17999999,0.0,0.0,sanctioned,2024-03-28,2024-04-21,2025-03-28,,0.0,21.2749,77.6197,REAL_MPLADS
PRJ-2026-0311,Infrastructure Work 312,Construction and development of infrastructure facilities.,156,156,13,156,156,Infrastructure,81162904.33,81162904.33,56814033.030999996,44673599.62,ongoing,2024-03-27,2024-04-07,2025-03-27,,76.56,19.0664,82.4233,REAL_MPLADS
PRJ-2026-0312,Roads & Pathways Work 313,Construction and development of roads & pathways facilities.,156,156,13,156,156,Roads & Pathways,65837095.67,65837095.67,65837095.67,32918547.84,stalled,2024-02-12,2024-03-12,2025-02-11,,21.34,22.4867,81.0564,REAL_MPLADS
PRJ-2026-0313,Water & Sanitation Work 314,Construction and development of water & sanitation facilities.,157,157,9,157,157,Water & Sanitation,80455967.68,80455967.68,0.0,0.0,ongoing,2024-01-17,2024-01-30,2025-01-16,,7.86,21.7088,83.8709,REAL_MPLADS
PRJ-2026-0314,Education Work 315,Construction and development of education facilities.,157,157,9,157,157,Education,182268542.67,182268542.67,127587979.86899999,14736411.67,stalled,2024-02-13,2024-02-29,2025-02-12,,11.55,27.4944,75.0815,REAL_MPLADS
PRJ-2026-0315,Water & Sanitation Work 316,Construction and development of water & sanitation facilities.,158,158,5,158,158,Water & Sanitation,97397727.4,97397727.4,0.0,0.0,recommended,2024-01-26,,2025-01-25,,0.0,19.2526,75.9958,REAL_MPLADS
PRJ-2026-0316,Roads & Pathways Work 317,Construction and development of roads & pathways facilities.,158,158,5,158,158,Roads & Pathways,49602272.599999994,49602272.599999994,34721590.81999999,7979021.57,stalled,2024-02-26,2024-03-24,2025-02-25,,22.98,27.411,79.0283,REAL_MPLADS
PRJ-2026-0317,Education Work 318,Construction and development of education facilities.,159,159,4,159,159,Education,86979666.03,86979666.03,60885766.22099999,26954500.02,ongoing,2024-03-24,2024-04-14,2025-03-24,,44.5,18.8403,84.6525,REAL_MPLADS
PRJ-2026-0318,Healthcare Work 319,Construction and development of healthcare facilities.,159,159,4,159,159,Healthcare,60020333.97,60020333.97,60020333.97,30010166.98,stalled,2024-02-10,2024-02-24,2025-02-09,,21.15,23.4038,81.6843,REAL_MPLADS
PRJ-2026-0319,Water & Sanitation Work 320,Construction and development of water & sanitation facilities.,160,160,21,160,160,Water & Sanitation,80318502.66,80318502.66,56222951.861999996,28128310.78,ongoing,2024-02-05,2024-03-02,2025-02-04,,45.66,17.714,79.2966,REAL_MPLADS
PRJ-2026-0320,Water & Sanitation Work 321,Construction and development of water & sanitation facilities.,160,160,21,160,160,Water & Sanitation,66765454.45000002,66765454.45000002,46735818.11500001,20172095.45,ongoing,2024-01-18,2024-02-16,2025-01-17,,46.39,24.2138,73.1815,REAL_MPLADS
PRJ-2026-0321,Water & Sanitation Work 322,Construction and development of water & sanitation facilities.,161,161,19,161,161,Water & Sanitation,65514011.64,65514011.64,0.0,0.0,sanctioned,2024-02-10,2024-03-08,2025-02-09,,0.0,24.4708,81.1852,REAL_MPLADS
PRJ-2026-0322,Education Work 323,Construction and development of education facilities.,161,161,19,161,161,Education,81485988.36,81485988.36,57040191.852,38480546.05,ongoing,2024-04-01,2024-04-20,2025-04-01,,69.07,20.2571,77.7979,REAL_MPLADS
PRJ-2026-0323,Water & Sanitation Work 324,Construction and development of water & sanitation facilities.,162,162,17,162,162,Water & Sanitation,58456387.53,58456387.53,58456387.53,58456387.53,completed,2024-02-06,2024-02-26,2025-02-05,2024-09-13,100.0,20.7861,87.8205,REAL_MPLADS
PRJ-2026-0324,Healthcare Work 325,Construction and development of healthcare facilities.,162,162,17,162,162,Healthcare,88543612.47,88543612.47,61980528.728999995,34746284.41,stalled,2024-03-19,2024-04-01,2025-03-19,,56.06,20.1222,74.5274,REAL_MPLADS
PRJ-2026-0325,Infrastructure Work 326,Construction and development of infrastructure facilities.,163,163,15,163,163,Infrastructure,99155099.05,99155099.05,69408569.335,48301423.4,stalled,2024-03-16,2024-03-28,2025-03-16,,69.59,19.6409,72.6081,REAL_MPLADS
PRJ-2026-0326,Water & Sanitation Work 327,Construction and development of water & sanitation facilities.,163,163,15,163,163,Water & Sanitation,47844900.95,47844900.95,0.0,0.0,recommended,2024-02-26,,2025-02-25,,0.0,26.6669,81.8111,REAL_MPLADS
PRJ-2026-0327,Infrastructure Work 328,Construction and development of infrastructure facilities.,164,164,9,164,164,Infrastructure,93117366.03,93117366.03,65182156.22099999,35146218.63,stalled,2024-04-02,2024-04-13,2025-04-02,,53.92,26.6264,74.7073,REAL_MPLADS
PRJ-2026-0328,Infrastructure Work 329,Construction and development of infrastructure facilities.,164,164,9,164,164,Infrastructure,58452136.879999995,58452136.879999995,40916495.81599999,13452876.8,ongoing,2024-02-28,2024-03-28,2025-02-27,,30.24,22.2994,83.2553,REAL_MPLADS
PRJ-2026-0329,Infrastructure Work 330,Construction and development of infrastructure facilities.,165,165,12,165,165,Infrastructure,68317676.82,68317676.82,0.0,0.0,recommended,2024-02-21,,2025-02-20,,0.0,20.1587,79.3699,REAL_MPLADS
PRJ-2026-0330,Infrastructure Work 331,Construction and development of infrastructure facilities.,165,165,12,165,165,Infrastructure,78682323.18,78682323.18,0.0,0.0,recommended,2024-03-14,,2025-03-14,,0.0,24.6638,83.7152,REAL_MPLADS
PRJ-2026-0331,Water & Sanitation Work 332,Construction and development of water & sanitation facilities.,166,166,21,166,166,Water & Sanitation,65079306.04,65079306.04,45555514.228,26054637.01,ongoing,2024-01-27,2024-02-13,2025-01-26,,63.42,19.3898,87.3708,REAL_MPLADS
PRJ-2026-0332,Water & Sanitation Work 333,Construction and development of water & sanitation facilities.,166,166,21,166,166,Water & Sanitation,81920693.96000001,81920693.96000001,81920693.96000001,40960346.98,stalled,2024-03-26,2024-04-18,2025-03-26,,20.59,17.3902,74.5577,REAL_MPLADS
PRJ-2026-0333,Infrastructure Work 334,Construction and development of infrastructure facilities.,167,167,6,167,167,Infrastructure,100556593.61,100556593.61,0.0,0.0,recommended,2024-02-16,,2025-02-15,,0.0,27.985,81.4489,REAL_MPLADS
PRJ-2026-0334,Water & Sanitation Work 335,Construction and development of water & sanitation facilities.,167,167,6,167,167,Water & Sanitation,63339278.500000015,63339278.500000015,0.0,0.0,recommended,2024-04-09,,2025-04-09,,0.0,19.5659,73.4753,REAL_MPLADS
PRJ-2026-0335,Water & Sanitation Work 336,Construction and development of water & sanitation facilities.,168,168,19,168,168,Water & Sanitation,199766286.97,199766286.97,139836400.87899998,69789686.36,ongoing,2024-04-22,2024-05-20,2025-04-22,,45.68,18.2177,77.0928,REAL_MPLADS
PRJ-2026-0336,Water & Sanitation Work 337,Construction and development of water & sanitation facilities.,168,168,19,168,168,Water & Sanitation,127711103.89000002,127711103.89000002,127711103.89000002,127711103.89000002,completed,2024-04-22,2024-05-10,2025-04-22,2024-11-26,100.0,23.9939,76.9186,REAL_MPLADS
PRJ-2026-0337,Roads & Pathways Work 338,Construction and development of roads & pathways facilities.,169,169,15,169,169,Roads & Pathways,106850715.11,106850715.11,106850715.11,106850715.11,completed,2024-01-24,2024-02-12,2025-01-23,2024-08-30,100.0,22.5825,78.649,REAL_MPLADS
PRJ-2026-0338,Roads & Pathways Work 339,Construction and development of roads & pathways facilities.,169,169,15,169,169,Roads & Pathways,55464391.000000015,55464391.000000015,55464391.000000015,55464391.000000015,completed,2024-04-24,2024-05-20,2025-04-24,2024-12-06,100.0,20.1218,81.6962,REAL_MPLADS
PRJ-2026-0339,Infrastructure Work 340,Construction and development of infrastructure facilities.,170,170,9,170,170,Infrastructure,78340333.01,78340333.01,78340333.01,78340333.01,completed,2024-01-22,2024-02-05,2025-01-21,2024-08-23,100.0,25.1689,81.9714,REAL_MPLADS
PRJ-2026-0340,Infrastructure Work 341,Construction and development of infrastructure facilities.,170,170,9,170,170,Infrastructure,73521315.39999999,73521315.39999999,51464920.779999994,23648386.07,ongoing,2024-04-22,2024-05-08,2025-04-22,,45.39,27.1335,75.0469,REAL_MPLADS
PRJ-2026-0341,Roads & Pathways Work 342,Construction and development of roads & pathways facilities.,171,171,21,171,171,Roads & Pathways,63969120.34,63969120.34,44778384.238,30673193.2,stalled,2024-01-15,2024-02-08,2025-01-14,,68.5,22.0132,85.4199,REAL_MPLADS
PRJ-2026-0342,Infrastructure Work 343,Construction and development of infrastructure facilities.,171,171,21,171,171,Infrastructure,83097470.77000001,83097470.77000001,83097470.77000001,83097470.77000001,completed,2024-04-13,2024-04-26,2025-04-13,2024-11-12,100.0,18.1634,75.3191,REAL_MPLADS
PRJ-2026-0343,Infrastructure Work 344,Construction and development of infrastructure facilities.,172,172,1,172,172,Infrastructure,76755968.55,76755968.55,0.0,0.0,sanctioned,2024-02-23,2024-03-20,2025-02-22,,0.0,22.2187,78.3854,REAL_MPLADS
PRJ-2026-0344,Infrastructure Work 345,Construction and development of infrastructure facilities.,172,172,1,172,172,Infrastructure,70244031.45,70244031.45,49170822.015,7772835.21,ongoing,2024-02-26,2024-03-27,2025-02-25,,14.78,18.3586,77.0077,REAL_MPLADS
PRJ-2026-0345,Education Work 346,Construction and development of education facilities.,173,173,9,173,173,Education,50296085.8,50296085.8,0.0,0.0,recommended,2024-03-26,,2025-03-26,,0.0,17.3808,81.1014,REAL_MPLADS
PRJ-2026-0346,Infrastructure Work 347,Construction and development of infrastructure facilities.,173,173,9,173,173,Infrastructure,96703914.2,96703914.2,0.0,0.0,recommended,2024-04-06,,2025-04-06,,0.0,24.831,85.6942,REAL_MPLADS
PRJ-2026-0347,Education Work 348,Construction and development of education facilities.,174,174,12,174,174,Education,92319335.69,92319335.69,64623534.982999995,41689739.84,ongoing,2024-03-14,2024-04-01,2025-03-14,,65.6,26.254,75.8327,REAL_MPLADS
PRJ-2026-0348,Infrastructure Work 349,Construction and development of infrastructure facilities.,174,174,12,174,174,Infrastructure,54680664.31,54680664.31,38276465.017,16236876.46,stalled,2024-02-17,2024-03-04,2025-02-16,,42.42,22.6049,80.464,REAL_MPLADS
PRJ-2026-0349,Healthcare Work 350,Construction and development of healthcare facilities.,175,175,15,175,175,Healthcare,64129762.94,64129762.94,0.0,0.0,ongoing,2024-02-15,2024-02-28,2025-02-14,,6.33,25.019,81.6466,REAL_MPLADS
PRJ-2026-0350,Infrastructure Work 351,Construction and development of infrastructure facilities.,175,175,15,175,175,Infrastructure,83240727.17000002,83240727.17000002,58268509.01900001,12242213.74,stalled,2024-01-15,2024-01-30,2025-01-14,,21.01,18.5994,84.1983,REAL_MPLADS
PRJ-2026-0351,Water & Sanitation Work 352,Construction and development of water & sanitation facilities.,176,176,15,176,176,Water & Sanitation,120107808.65,120107808.65,0.0,0.0,recommended,2024-03-24,,2025-03-24,,0.0,27.9696,80.7517,REAL_MPLADS
PRJ-2026-0352,Infrastructure Work 353,Construction and development of infrastructure facilities.,176,176,15,176,176,Infrastructure,66400940.46000001,66400940.46000001,66400940.46000001,66400940.46000001,completed,2024-01-17,2024-02-08,2025-01-16,2024-08-26,100.0,17.3714,80.7564,REAL_MPLADS
PRJ-2026-0353,Education Work 354,Construction and development of education facilities.,177,177,9,177,177,Education,52084636.9,52084636.9,36459245.83,19181209.23,stalled,2024-03-10,2024-03-31,2025-03-10,,52.61,23.0888,84.8849,REAL_MPLADS
PRJ-2026-0354,Roads & Pathways Work 355,Construction and development of roads & pathways facilities.,177,177,9,177,177,Roads & Pathways,94915363.1,94915363.1,66440754.169999994,59662692.87,ongoing,2024-01-17,2024-02-04,2025-01-16,,84.91,24.1805,74.034,REAL_MPLADS
PRJ-2026-0355,Water & Sanitation Work 356,Construction and development of water & sanitation facilities.,178,178,10,178,178,Water & Sanitation,82348368.73,82348368.73,0.0,0.0,ongoing,2024-03-16,2024-03-30,2025-03-16,,5.1,18.4796,79.1491,REAL_MPLADS
PRJ-2026-0356,Education Work 357,Construction and development of education facilities.,178,178,10,178,178,Education,64651631.269999996,64651631.269999996,64651631.269999996,64651631.269999996,completed,2024-02-16,2024-03-01,2025-02-15,2024-09-17,100.0,20.8775,78.564,REAL_MPLADS
PRJ-2026-0357,Water & Sanitation Work 358,Construction and development of water & sanitation facilities.,179,179,22,179,179,Water & Sanitation,68222341.13,68222341.13,47755638.79099999,45367856.85,ongoing,2024-02-09,2024-03-05,2025-02-08,,7.29,17.1732,79.5739,REAL_MPLADS
PRJ-2026-0358,Infrastructure Work 359,Construction and development of infrastructure facilities.,179,179,22,179,179,Infrastructure,78777658.87,78777658.87,55144361.209,9414665.25,ongoing,2024-03-24,2024-04-17,2025-03-24,,16.74,18.3977,76.4146,REAL_MPLADS
PRJ-2026-0359,Healthcare Work 360,Construction and development of healthcare facilities.,180,180,3,180,180,Healthcare,92146740.46,92146740.46,64502718.32199999,26678324.3,stalled,2024-04-11,2024-05-10,2025-04-11,,41.36,17.165,77.6526,REAL_MPLADS
PRJ-2026-0360,Water & Sanitation Work 361,Construction and development of water & sanitation facilities.,180,180,3,180,180,Water & Sanitation,54853259.54000001,54853259.54000001,38397281.678,19198640.84,stalled,2024-04-12,2024-04-27,2025-04-12,,24.04,20.3612,86.1734,REAL_MPLADS
PRJ-2026-0361,Infrastructure Work 362,Construction and development of infrastructure facilities.,181,181,3,181,181,Infrastructure,100849733.85,100849733.85,0.0,0.0,recommended,2024-02-02,,2025-02-01,,0.0,26.692,87.0912,REAL_MPLADS
PRJ-2026-0362,Healthcare Work 363,Construction and development of healthcare facilities.,181,181,3,181,181,Healthcare,46150266.150000006,46150266.150000006,0.0,0.0,sanctioned,2024-02-27,2024-03-16,2025-02-26,,0.0,21.732,73.9868,REAL_MPLADS
PRJ-2026-0363,Education Work 364,Construction and development of education facilities.,182,182,11,182,182,Education,82252491.45,82252491.45,0.0,0.0,recommended,2024-03-06,,2025-03-06,,0.0,24.0592,81.6506,REAL_MPLADS
PRJ-2026-0364,Education Work 365,Construction and development of education facilities.,182,182,11,182,182,Education,64747508.55,64747508.55,64747508.55,61510133.12,ongoing,2024-02-15,2024-02-25,2025-02-14,,8.09,19.8475,82.4111,REAL_MPLADS
PRJ-2026-0365,Healthcare Work 366,Construction and development of healthcare facilities.,183,183,19,183,183,Healthcare,55598546.88,55598546.88,38918982.816,36973033.68,ongoing,2024-04-22,2024-05-03,2025-04-22,,7.08,20.2031,87.6313,REAL_MPLADS
PRJ-2026-0366,Roads & Pathways Work 367,Construction and development of roads & pathways facilities.,183,183,19,183,183,Roads & Pathways,91401453.12,91401453.12,63981017.184,19411840.61,stalled,2024-01-20,2024-02-04,2025-01-19,,30.34,27.7284,72.5755,REAL_MPLADS
PRJ-2026-0367,Water & Sanitation Work 368,Construction and development of water & sanitation facilities.,184,184,15,184,184,Water & Sanitation,65400812.11,65400812.11,65400812.11,65400812.11,completed,2024-03-05,2024-03-18,2025-03-05,2024-10-04,100.0,22.8656,86.8152,REAL_MPLADS
PRJ-2026-0368,Roads & Pathways Work 369,Construction and development of roads & pathways facilities.,184,184,15,184,184,Roads & Pathways,81599187.89,81599187.89,57119431.522999994,50839185.23,ongoing,2024-02-17,2024-03-05,2025-02-16,,82.61,23.6104,75.7756,REAL_MPLADS
PRJ-2026-0369,Infrastructure Work 370,Construction and development of infrastructure facilities.,185,185,21,185,185,Infrastructure,63649967.06,63649967.06,0.0,0.0,recommended,2024-04-10,,2025-04-10,,0.0,18.0219,76.7321,REAL_MPLADS
PRJ-2026-0370,Healthcare Work 371,Construction and development of healthcare facilities.,185,185,21,185,185,Healthcare,113667874.05000001,113667874.05000001,0.0,0.0,sanctioned,2024-02-19,2024-03-17,2025-02-18,,0.0,27.7387,82.3092,REAL_MPLADS
PRJ-2026-0371,Roads & Pathways Work 372,Construction and development of roads & pathways facilities.,186,186,11,186,186,Roads & Pathways,55601762.02,55601762.02,55601762.02,55601762.02,completed,2024-02-10,2024-02-26,2025-02-09,2024-09-13,100.0,27.1533,84.6417,REAL_MPLADS
PRJ-2026-0372,Infrastructure Work 373,Construction and development of infrastructure facilities.,186,186,11,186,186,Infrastructure,93857143.09,93857143.09,0.0,0.0,sanctioned,2024-01-17,2024-02-02,2025-01-16,,0.0,19.5274,81.4277,REAL_MPLADS
PRJ-2026-0373,Infrastructure Work 374,Construction and development of infrastructure facilities.,187,187,13,187,187,Infrastructure,56980374.77,56980374.77,56980374.77,56980374.77,completed,2024-02-06,2024-02-24,2025-02-05,2024-09-11,100.0,27.1673,73.5687,REAL_MPLADS
PRJ-2026-0374,Healthcare Work 375,Construction and development of healthcare facilities.,187,187,13,187,187,Healthcare,90019625.22999999,90019625.22999999,63013737.66099999,33336216.97,ongoing,2024-01-31,2024-02-20,2025-01-30,,50.2,26.5835,85.1596,REAL_MPLADS
PRJ-2026-0375,Infrastructure Work 376,Construction and development of infrastructure facilities.,188,188,9,188,188,Infrastructure,93715240.95,93715240.95,65600668.665,13349736.07,stalled,2024-02-16,2024-03-01,2025-02-15,,20.35,27.993,80.8749,REAL_MPLADS
PRJ-2026-0376,Education Work 377,Construction and development of education facilities.,188,188,9,188,188,Education,61975443.82000001,61975443.82000001,61975443.82000001,61975443.82000001,completed,2024-02-25,2024-03-25,2025-02-24,2024-10-11,100.0,19.3521,74.9261,REAL_MPLADS
PRJ-2026-0377,Water & Sanitation Work 378,Construction and development of water & sanitation facilities.,189,189,21,189,189,Water & Sanitation,76469474.65,76469474.65,76469474.65,76469474.65,completed,2024-03-13,2024-04-05,2025-03-13,2024-10-22,100.0,21.4225,86.5587,REAL_MPLADS
PRJ-2026-0378,Infrastructure Work 379,Construction and development of infrastructure facilities.,189,189,21,189,189,Infrastructure,70530525.35,70530525.35,70530525.35,70530525.35,completed,2024-04-05,2024-05-04,2025-04-05,2024-11-20,100.0,17.6337,74.1757,REAL_MPLADS
PRJ-2026-0379,Education Work 380,Construction and development of education facilities.,190,190,5,190,190,Education,94602040.73,94602040.73,0.0,0.0,sanctioned,2024-01-24,2024-02-21,2025-01-23,,0.0,24.398,87.5806,REAL_MPLADS
PRJ-2026-0380,Healthcare Work 381,Construction and development of healthcare facilities.,190,190,5,190,190,Healthcare,52397959.269999996,52397959.269999996,0.0,0.0,sanctioned,2024-03-06,2024-03-31,2025-03-06,,0.0,24.8275,79.6218,REAL_MPLADS
PRJ-2026-0381,Roads & Pathways Work 382,Construction and development of roads & pathways facilities.,191,191,22,191,191,Roads & Pathways,94898465.65,94898465.65,66428925.955,24178705.52,ongoing,2024-03-17,2024-04-08,2025-03-17,,38.09,22.7886,75.0282,REAL_MPLADS
PRJ-2026-0382,Roads & Pathways Work 383,Construction and development of roads & pathways facilities.,191,191,22,191,191,Roads & Pathways,52101534.349999994,52101534.349999994,36471074.044999994,18235537.02,stalled,2024-03-20,2024-04-07,2025-03-20,,38.0,20.0222,81.6381,REAL_MPLADS
PRJ-2026-0383,Healthcare Work 384,Construction and development of healthcare facilities.,192,192,12,192,192,Healthcare,65186186.44,65186186.44,45630330.507999994,35637985.36,ongoing,2024-04-13,2024-05-13,2025-04-13,,78.38,26.746,87.1384,REAL_MPLADS
PRJ-2026-0384,Roads & Pathways Work 385,Construction and development of roads & pathways facilities.,192,192,12,192,192,Roads & Pathways,81813813.56,81813813.56,0.0,0.0,sanctioned,2024-02-17,2024-03-02,2025-02-16,,0.0,27.6386,79.6352,REAL_MPLADS
PRJ-2026-0385,Water & Sanitation Work 386,Construction and development of water & sanitation facilities.,193,193,20,193,193,Water & Sanitation,95575791.89,95575791.89,0.0,0.0,recommended,2024-03-27,,2025-03-27,,0.0,19.4605,84.5516,REAL_MPLADS
PRJ-2026-0386,Education Work 387,Construction and development of education facilities.,193,193,20,193,193,Education,51558339.11,51558339.11,51558339.11,51558339.11,completed,2024-03-19,2024-04-01,2025-03-19,2024-10-18,100.0,20.5821,83.2732,REAL_MPLADS
PRJ-2026-0387,Roads & Pathways Work 388,Construction and development of roads & pathways facilities.,194,194,22,194,194,Roads & Pathways,89696124.7,89696124.7,62787287.29,31211560.51,stalled,2024-02-21,2024-03-15,2025-02-20,,49.71,25.9814,80.4102,REAL_MPLADS
PRJ-2026-0388,Education Work 389,Construction and development of education facilities.,194,194,22,194,194,Education,57303875.3,57303875.3,57303875.3,57303875.3,completed,2024-02-18,2024-03-08,2025-02-17,2024-09-24,100.0,25.9484,74.6729,REAL_MPLADS
PRJ-2026-0389,Education Work 390,Construction and development of education facilities.,195,195,5,195,195,Education,74689640.98,74689640.98,74689640.98,74689640.98,completed,2024-02-03,2024-02-23,2025-02-02,2024-09-10,100.0,25.2046,82.4221,REAL_MPLADS
PRJ-2026-0390,Water & Sanitation Work 391,Construction and development of water & sanitation facilities.,195,195,5,195,195,Water & Sanitation,72310359.02,72310359.02,0.0,0.0,recommended,2024-02-09,,2025-02-08,,0.0,21.7535,81.918,REAL_MPLADS
PRJ-2026-0391,Infrastructure Work 392,Construction and development of infrastructure facilities.,196,196,28,196,196,Infrastructure,82012292.68,82012292.68,57408604.876,33865336.02,stalled,2024-03-15,2024-04-03,2025-03-15,,58.99,26.7652,79.8631,REAL_MPLADS
PRJ-2026-0392,Healthcare Work 393,Construction and development of healthcare facilities.,196,196,28,196,196,Healthcare,69991630.43,69991630.43,69991630.43,69991630.43,completed,2024-01-25,2024-02-20,2025-01-24,2024-09-07,100.0,20.4327,76.031,REAL_MPLADS
PRJ-2026-0393,Infrastructure Work 394,Construction and development of infrastructure facilities.,197,197,5,197,197,Infrastructure,72825124.52,72825124.52,0.0,0.0,recommended,2024-02-23,,2025-02-22,,0.0,27.5054,82.989,REAL_MPLADS
PRJ-2026-0394,Roads & Pathways Work 395,Construction and development of roads & pathways facilities.,197,197,5,197,197,Roads & Pathways,74174875.48,74174875.48,0.0,0.0,recommended,2024-02-29,,2025-02-28,,0.0,19.6284,78.7069,REAL_MPLADS
PRJ-2026-0395,Infrastructure Work 396,Construction and development of infrastructure facilities.,198,198,4,198,198,Infrastructure,93763343.9,93763343.9,65634340.73,60492540.13,ongoing,2024-03-12,2024-03-26,2025-03-12,,85.97,25.8127,81.4809,REAL_MPLADS
