Unnamed: 0,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file,drop_reason,released_amount_imputed,flag_reason
310,KE10621,Kozhikode Constituency,Kozhikode,Kerala,300000,300000.0,190871.45,ongoing,180,2024-01-22,2024-07-20,,Zilla Parishad,community hall,41.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
311,TA10662,Madurai Constituency,Madurai,Tamil Nadu,200000,200000.0,182677.14,completed,90,2024-04-23,2024-07-22,2024-08-16,Zilla Parishad,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
316,KA10641,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1000000,1000000.0,1124523.49,sanctioned,180,2023-09-11,2024-03-09,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
322,KE10634,Kozhikode Constituency,Kozhikode,Kerala,1000000,1000000.0,789871.0,sanctioned,90,2024-04-07,2024-07-06,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
332,WE10748,Kolkata Constituency,Kolkata,West Bengal,2000000,1000000.0,535390.47,sanctioned,365,2023-01-28,2024-01-28,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
339,KA10553,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,520341.27,completed,365,2023-10-13,2024-10-12,2024-09-21,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
348,TA10572,Chennai Constituency,Chennai,Tamil Nadu,500000,250000.0,232960.1,completed,270,2024-02-10,2024-11-06,2024-10-13,Rural Dev Dept,electricity,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
350,BI10671,Patna Constituency,Patna,Bihar,500000,500000.0,778191.3,stalled,90,2023-09-28,2023-12-27,,Zilla Parishad,electricity,77.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
353,BI10763,Patna Constituency,Patna,Bihar,300000,150000.0,99396.08,completed,90,2023-07-31,2023-10-29,2023-11-18,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
358,MA10579,Nagpur Constituency,Nagpur,Maharashtra,200000,0.0,0.0,recommended,545,2024-05-26,2025-11-22,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
365,KA10584,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1000000,500000.0,759462.54,completed,270,2023-08-22,2024-05-18,2024-10-29,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
370,AN10600,Guntur Constituency,Guntur,Andhra Pradesh,300000,150000.0,446788.53,completed,180,2024-02-29,2024-08-27,2024-12-17,Jal Nigam,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
371,MA10683,Nagpur Constituency,Nagpur,Maharashtra,1000000,1000000.0,2069379.67,stalled,90,2023-03-06,2023-06-04,,Zilla Parishad,sanitation,59.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
373,TA10673,Chennai Constituency,Chennai,Tamil Nadu,300000,300000.0,198399.23,completed,545,2023-08-14,2025-02-09,2025-03-10,Rural Dev Dept,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
377,KE10753,Kozhikode Constituency,Kozhikode,Kerala,1500000,750000.0,4634182.35,ongoing,90,2024-07-10,2024-10-08,,Jal Nigam,irrigation,20.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
385,KA10552,Belagavi Constituency,Belagavi,Karnataka,750000,0.0,1000.0,recommended,545,2023-10-04,2025-04-01,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
388,UT10719,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,1000000.0,427108.76,stalled,270,2023-01-16,2023-10-13,,Zilla Parishad,sanitation,89.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
390,BI10604,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,0.0,158561.92,sanctioned,90,2023-05-04,2023-08-02,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
396,BI10663,Patna Constituency,Patna,Bihar,2000000,2000000.0,935984.8,stalled,90,2023-10-31,2024-01-29,,Zilla Parishad,school,90.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
408,BI10700,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,0.0,2629291.83,recommended,365,2023-09-11,2024-09-10,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
412,KA10754,Belagavi Constituency,Belagavi,Karnataka,1500000,750000.0,3849973.68,sanctioned,90,2023-10-19,2024-01-17,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
421,RA10718,Jaipur Constituency,Jaipur,Rajasthan,1000000,1000000.0,1586564.67,stalled,180,2024-08-07,2025-02-03,,Rural Dev Dept,irrigation,10.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
425,WE10690,Howrah Constituency,Howrah,West Bengal,750000,0.0,0.0,recommended,365,2024-05-28,2025-05-28,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
427,TA10714,Chennai Constituency,Chennai,Tamil Nadu,1000000,1000000.0,844635.79,stalled,545,2024-08-13,2026-02-09,,PWD,drinking water,21.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
434,WE10578,Kolkata Constituency,Kolkata,West Bengal,500000,500000.0,1226260.0,ongoing,180,2024-10-05,2025-04-03,,PWD,school,54.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
436,KE10613,Ernakulam Constituency,Ernakulam,Kerala,300000,150000.0,221508.55,stalled,365,2023-07-04,2024-07-03,,Zilla Parishad,irrigation,51.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
440,UT10667,Varanasi Constituency,Varanasi,Uttar Pradesh,1000000,500000.0,467616.97,sanctioned,180,2024-06-19,2024-12-16,,PWD,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
443,TA10588,Coimbatore Constituency,Coimbatore,Tamil Nadu,750000,750000.0,325657.34,sanctioned,365,2023-06-11,2024-06-10,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
448,AN10728,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1000000,500000.0,320433.35,completed,545,2023-09-24,2025-03-22,2025-03-17,Jal Nigam,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
451,MA10761,Nagpur Constituency,Nagpur,Maharashtra,300000,0.0,330888.63,stalled,545,2024-08-01,2026-01-28,,Rural Dev Dept,sanitation,44.6,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
452,BI10768,Gaya Constituency,Gaya,Bihar,750000,750000.0,1030368.33,ongoing,545,2024-09-18,2026-03-17,,Zilla Parishad,road,59.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
453,TA10622,Chennai Constituency,Chennai,Tamil Nadu,500000,0.0,1000.0,recommended,270,2024-08-04,2025-05-01,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
457,BI10700,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,0.0,1798448.76,recommended,365,2023-09-11,2024-09-10,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
463,KE10704,Ernakulam Constituency,Ernakulam,Kerala,300000,300000.0,161963.22,sanctioned,545,2024-03-16,2025-09-12,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
464,UT10715,Varanasi Constituency,Varanasi,Uttar Pradesh,1500000,1500000.0,1124686.36,completed,730,2023-09-01,2025-08-31,2025-10-30,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
465,KE10637,Ernakulam Constituency,Ernakulam,Kerala,750000,0.0,1000.0,recommended,90,2024-10-03,2025-01-01,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
471,RA10599,Jodhpur Constituency,Jodhpur,Rajasthan,200000,200000.0,123594.01,completed,365,2023-01-31,2024-01-31,2024-07-23,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
476,TA10703,Madurai Constituency,Madurai,Tamil Nadu,750000,750000.0,610530.82,stalled,365,2023-08-29,2024-08-28,,Jal Nigam,community hall,37.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
477,MA10689,Pune Constituency,Pune,Maharashtra,200000,200000.0,555133.6,ongoing,730,2023-11-27,2025-11-26,,Rural Dev Dept,sanitation,84.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
493,UT10607,Lucknow Constituency,Lucknow,Uttar Pradesh,200000,100000.0,68110.1,sanctioned,180,2024-05-16,2024-11-12,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
494,AN10684,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,671387.77,sanctioned,365,2024-02-12,2025-02-11,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
498,BI10568,Gaya Constituency,Gaya,Bihar,500000,500000.0,485832.61,ongoing,270,2023-03-21,2023-12-16,,Zilla Parishad,drinking water,61.1,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
499,KA10760,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,580833.41,completed,545,2024-02-23,2025-08-21,2025-08-25,Jal Nigam,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
500,AN10685,Krishna Constituency,Krishna,Andhra Pradesh,1500000,1500000.0,877507.12,completed,365,2023-05-06,2024-05-05,2024-05-27,Jal Nigam,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
503,WE10554,Kolkata Constituency,Kolkata,West Bengal,1000000,1000000.0,1566740.02,ongoing,270,2024-09-07,2025-06-04,,Rural Dev Dept,school,12.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
512,KA10574,Belagavi Constituency,Belagavi,Karnataka,1500000,0.0,1000.0,recommended,270,2024-03-28,2024-12-23,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
517,TA10731,Chennai Constituency,Chennai,Tamil Nadu,300000,150000.0,95695.16,completed,730,2024-07-23,2026-07-23,2026-08-18,Rural Dev Dept,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
533,RA10764,Jodhpur Constituency,Jodhpur,Rajasthan,750000,375000.0,166341.17,completed,180,2024-07-09,2025-01-05,2025-06-26,Zilla Parishad,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
534,TA10555,Chennai Constituency,Chennai,Tamil Nadu,1000000,1000000.0,1303458.58,completed,90,2024-08-31,2024-11-29,2024-11-13,Rural Dev Dept,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
535,WE10571,Howrah Constituency,Howrah,West Bengal,750000,750000.0,580049.28,sanctioned,365,2023-06-22,2024-06-21,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
537,BI10639,Muzaffarpur Constituency,Muzaffarpur,Bihar,300000,150000.0,219241.3,sanctioned,270,2023-01-21,2023-10-18,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
539,KA10759,Belagavi Constituency,Belagavi,Karnataka,1000000,500000.0,416202.14,stalled,180,2024-02-14,2024-08-12,,Jal Nigam,electricity,13.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
542,KA10659,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,743201.4,completed,90,2023-04-16,2023-07-15,2023-11-22,PWD,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
544,KE10753,Kozhikode Constituency,Kozhikode,Kerala,1500000,750000.0,2419799.02,ongoing,90,2024-07-10,2024-10-08,,Jal Nigam,irrigation,20.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
547,KE10621,Kozhikode Constituency,Kozhikode,Kerala,300000,300000.0,121890.67,ongoing,180,2024-01-22,2024-07-20,,Zilla Parishad,community hall,41.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
548,KA10687,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,750000.0,497793.31,stalled,90,2024-07-03,2024-10-01,,Jal Nigam,irrigation,66.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
551,KA10668,Mysuru Constituency,Mysuru,Karnataka,200000,200000.0,213774.74,ongoing,365,2024-08-30,2025-08-30,,PWD,electricity,27.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
552,BI10597,Muzaffarpur Constituency,Muzaffarpur,Bihar,500000,0.0,0.0,recommended,180,2024-07-18,2025-01-14,,PWD,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
554,WE10554,Kolkata Constituency,Kolkata,West Bengal,1000000,1000000.0,977899.39,ongoing,270,2024-09-07,2025-06-04,,Rural Dev Dept,school,12.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
563,KE10634,Kozhikode Constituency,Kozhikode,Kerala,1000000,1000000.0,526351.88,sanctioned,90,2024-04-07,2024-07-06,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
565,MA10746,Nagpur Constituency,Nagpur,Maharashtra,500000,500000.0,1144712.21,completed,270,2024-07-26,2025-04-22,2025-08-07,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
567,KA10668,Mysuru Constituency,Mysuru,Karnataka,200000,200000.0,113699.91,ongoing,365,2024-08-30,2025-08-30,,PWD,electricity,27.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
568,UT10677,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,150000.0,907444.31,ongoing,365,2024-01-10,2025-01-09,,Zilla Parishad,irrigation,55.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
581,RA10732,Jaipur Constituency,Jaipur,Rajasthan,1500000,1500000.0,916450.24,sanctioned,180,2024-02-04,2024-08-02,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
583,KE10704,Ernakulam Constituency,Ernakulam,Kerala,300000,300000.0,298110.95,sanctioned,545,2024-03-16,2025-09-12,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
584,UT10615,Lucknow Constituency,Lucknow,Uttar Pradesh,500000,250000.0,223269.58,sanctioned,730,2024-10-07,2026-10-07,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
585,MA10738,Pune Constituency,Pune,Maharashtra,1500000,750000.0,701828.24,stalled,730,2023-04-20,2025-04-19,,Jal Nigam,electricity,22.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
586,BI10644,Gaya Constituency,Gaya,Bihar,500000,500000.0,472420.35,stalled,180,2023-05-03,2023-10-30,,Zilla Parishad,drinking water,59.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
595,RA10660,Jaipur Constituency,Jaipur,Rajasthan,1000000,1000000.0,1427456.46,ongoing,270,2023-09-20,2024-06-16,,Zilla Parishad,sanitation,60.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
596,UT10743,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,300000.0,541922.37,completed,730,2024-02-18,2026-02-17,2026-07-30,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
600,KA10629,Belagavi Constituency,Belagavi,Karnataka,300000,300000.0,263529.59,sanctioned,90,2024-04-19,2024-07-18,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
605,UT10705,Varanasi Constituency,Varanasi,Uttar Pradesh,500000,250000.0,355543.13,completed,90,2024-06-23,2024-09-21,2024-10-25,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
606,UT10631,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,1000000.0,755023.67,completed,270,2024-11-11,2025-08-08,2025-09-13,Zilla Parishad,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
612,KA10619,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,750000.0,699218.95,ongoing,270,2023-05-05,2024-01-30,,Rural Dev Dept,community hall,55.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
615,KE10772,Ernakulam Constituency,Ernakulam,Kerala,300000,0.0,479931.44,ongoing,545,2023-11-01,2025-04-29,,Jal Nigam,community hall,69.4,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
616,TA10567,Madurai Constituency,Madurai,Tamil Nadu,750000,750000.0,387766.38,sanctioned,90,2023-09-06,2023-12-05,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
620,KE10613,Ernakulam Constituency,Ernakulam,Kerala,300000,150000.0,135321.48,stalled,365,2023-07-04,2024-07-03,,Zilla Parishad,irrigation,51.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
623,BI10653,Gaya Constituency,Gaya,Bihar,1000000,1000000.0,433681.78,ongoing,90,2024-05-05,2024-08-03,,Rural Dev Dept,drinking water,53.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
624,UT10610,Lucknow Constituency,Lucknow,Uttar Pradesh,1000000,0.0,0.0,recommended,90,2023-03-05,2023-06-03,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
626,AN10600,Guntur Constituency,Guntur,Andhra Pradesh,300000,150000.0,753065.59,completed,180,2024-02-29,2024-08-27,2024-12-17,Jal Nigam,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
627,WE10609,Kolkata Constituency,Kolkata,West Bengal,200000,200000.0,170457.26,ongoing,545,2024-08-26,2026-02-22,,PWD,irrigation,80.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
637,KA10636,Mysuru Constituency,Mysuru,Karnataka,2000000,0.0,0.0,recommended,270,2024-08-29,2025-05-26,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
639,BI10696,Gaya Constituency,Gaya,Bihar,750000,750000.0,1035820.94,ongoing,180,2023-10-14,2024-04-11,,Rural Dev Dept,community hall,70.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
640,UT10717,Varanasi Constituency,Varanasi,Uttar Pradesh,750000,750000.0,1029523.02,sanctioned,90,2023-02-13,2023-05-14,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
641,WE10551,Howrah Constituency,Howrah,West Bengal,1500000,0.0,0.0,recommended,545,2023-06-14,2024-12-10,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
645,KA10593,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,5059121.11,sanctioned,730,2023-12-19,2025-12-18,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
652,KE10713,Ernakulam Constituency,Ernakulam,Kerala,1000000,1000000.0,737213.12,sanctioned,270,2023-07-10,2024-04-05,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
655,BI10630,Muzaffarpur Constituency,Muzaffarpur,Bihar,1500000,0.0,0.0,recommended,730,2023-11-07,2025-11-06,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
662,MA10689,Pune Constituency,Pune,Maharashtra,200000,200000.0,357801.54,ongoing,730,2023-11-27,2025-11-26,,Rural Dev Dept,sanitation,84.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
671,RA10660,Jaipur Constituency,Jaipur,Rajasthan,1000000,1000000.0,2577212.93,ongoing,270,2023-09-20,2024-06-16,,Zilla Parishad,sanitation,60.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
680,TA10673,Chennai Constituency,Chennai,Tamil Nadu,300000,300000.0,313670.18,completed,545,2023-08-14,2025-02-09,2025-03-10,Rural Dev Dept,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
683,AN10685,Krishna Constituency,Krishna,Andhra Pradesh,1500000,1500000.0,1739931.86,completed,365,2023-05-06,2024-05-05,2024-05-27,Jal Nigam,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
689,RA10594,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,1000000.0,739266.71,stalled,365,2024-07-05,2025-07-05,,Rural Dev Dept,school,52.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
690,RA10564,Jodhpur Constituency,Jodhpur,Rajasthan,750000,750000.0,645622.49,sanctioned,270,2024-04-22,2025-01-17,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
694,MA10751,Pune Constituency,Pune,Maharashtra,500000,500000.0,337782.67,stalled,90,2024-05-18,2024-08-16,,Zilla Parishad,road,12.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
696,TA10747,Coimbatore Constituency,Coimbatore,Tamil Nadu,1500000,750000.0,678295.63,sanctioned,270,2024-09-20,2025-06-17,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
697,TA10561,Chennai Constituency,Chennai,Tamil Nadu,750000,750000.0,1003405.23,sanctioned,365,2023-08-27,2024-08-26,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
704,BI10724,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,0.0,436453.89,stalled,270,2024-01-10,2024-10-06,,Rural Dev Dept,sanitation,86.0,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
706,TA10666,Chennai Constituency,Chennai,Tamil Nadu,200000,200000.0,242064.25,completed,90,2023-12-16,2024-03-15,2024-04-14,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
712,KA10682,Mysuru Constituency,Mysuru,Karnataka,1000000,0.0,1000.0,recommended,180,2024-09-28,2025-03-27,,PWD,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
713,KA10687,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,750000.0,794767.82,stalled,90,2024-07-03,2024-10-01,,Jal Nigam,irrigation,66.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
714,KA10574,Belagavi Constituency,Belagavi,Karnataka,1500000,0.0,0.0,recommended,270,2024-03-28,2024-12-23,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
722,BI10653,Gaya Constituency,Gaya,Bihar,1000000,1000000.0,708808.52,ongoing,90,2024-05-05,2024-08-03,,Rural Dev Dept,drinking water,53.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
724,AN10657,Krishna Constituency,Krishna,Andhra Pradesh,2000000,1000000.0,877369.45,ongoing,180,2024-05-14,2024-11-10,,Zilla Parishad,road,56.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
730,KA10629,Belagavi Constituency,Belagavi,Karnataka,300000,300000.0,345888.17,sanctioned,90,2024-04-19,2024-07-18,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
732,UT10743,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,300000.0,391102.83,completed,730,2024-02-18,2026-02-17,2026-07-30,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
751,TA10697,Chennai Constituency,Chennai,Tamil Nadu,1500000,1500000.0,946394.11,ongoing,545,2024-08-04,2026-01-31,,Zilla Parishad,school,45.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
754,KA10755,Belagavi Constituency,Belagavi,Karnataka,1000000,0.0,1000.0,recommended,90,2023-02-19,2023-05-20,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
772,TA10758,Coimbatore Constituency,Coimbatore,Tamil Nadu,1500000,0.0,1000.0,recommended,730,2023-01-06,2025-01-05,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
782,UT10590,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,200000,100000.0,279428.54,sanctioned,180,2024-10-16,2025-04-14,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
790,BI10611,Patna Constituency,Patna,Bihar,500000,500000.0,217240.98,sanctioned,270,2023-07-24,2024-04-19,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
792,UT10591,Varanasi Constituency,Varanasi,Uttar Pradesh,1500000,750000.0,2836878.71,sanctioned,90,2024-11-08,2025-02-06,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
794,BI10618,Gaya Constituency,Gaya,Bihar,300000,0.0,419069.99,stalled,365,2024-09-18,2025-09-18,,PWD,community hall,93.1,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
797,UT10693,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,1000.0,recommended,730,2024-04-01,2026-04-01,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
802,RA10655,Jaipur Constituency,Jaipur,Rajasthan,1500000,1500000.0,1020010.39,sanctioned,270,2024-07-29,2025-04-25,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
