project_id,constituency,district,mp_name,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,released_amount_imputed
KA03145,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,1000000.0,500000.0,488548.94,ongoing,270.0,2024-11-26,2025-08-23,,Zilla Parishad,road,43.3,False
BI03146,Muzaffarpur Constituency,Muzaffarpur,Priya Nair,Bihar,750000.0,750000.0,994761.15,stalled,730.0,2023-02-25,2025-02-24,,Jal Nigam,drinking water,22.2,False
KA03147,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,2500000.0,1250000.0,759139.3,ongoing,365.0,2024-02-26,2025-02-25,,Rural Dev Dept,electricity,48.8,False
PU03148,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,2000000.0,1000000.0,422964.09,ongoing,180.0,2023-07-01,2023-12-28,,PWD,road,16.2,False
OD03149,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,1000000.0,1000000.0,805813.9,ongoing,365.0,2023-05-18,2024-05-17,,Rural Dev Dept,drinking water,54.7,False
TA03150,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,1500000.0,750000.0,404520.53,completed,365.0,2023-01-16,2024-01-16,2024-03-29,Jal Nigam,school,100.0,False
BI03151,Muzaffarpur Constituency,Muzaffarpur,Priya Nair,Bihar,2500000.0,2500000.0,3364025.97,sanctioned,365.0,2023-10-24,2024-10-23,,Jal Nigam,irrigation,,False
WE03152,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,750000.0,750000.0,582875.71,completed,90.0,2024-08-10,2024-11-08,2025-01-11,Zilla Parishad,irrigation,100.0,False
UT03153,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,1000000.0,0.0,1176020.64,recommended,545.0,2024-01-13,2025-07-11,,PWD,community hall,,False
UT03154,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,1500000.0,750000.0,676625.75,completed,270.0,2024-03-18,2024-12-13,2025-02-06,Zilla Parishad,sanitation,100.0,False
PU03155,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,750000.0,375000.0,1470072.2,ongoing,730.0,2023-09-22,2025-09-21,,Jal Nigam,sanitation,22.2,False
BI03156,Muzaffarpur Constituency,Muzaffarpur,Priya Nair,Bihar,500000.0,500000.0,228445.06,stalled,90.0,2024-02-13,2024-05-13,,PWD,drinking water,14.6,False
AN03157,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,2000000.0,1000000.0,495991.39,stalled,365.0,2024-08-09,2025-08-09,,Jal Nigam,electricity,20.0,False
UT03158,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,200000.0,200000.0,120267.83,ongoing,730.0,2023-10-17,2025-10-16,,Zilla Parishad,electricity,57.6,False
AN03159,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,750000.0,0.0,1341433.26,recommended,180.0,2024-07-12,2025-01-08,,Jal Nigam,sanitation,,False
BI03160,Patna Constituency,Patna,Arjun Verma,Bihar,500000.0,500000.0,888391.89,ongoing,180.0,2023-04-11,2023-10-08,,Jal Nigam,sanitation,29.6,False
TA03161,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,1500000.0,750000.0,323812.66,completed,730.0,2024-11-22,2026-11-22,2027-02-05,Jal Nigam,community hall,100.0,False
MA03162,Pune Constituency,Pune,Sunita Reddy,Maharashtra,2000000.0,2000000.0,3956659.24,stalled,365.0,2024-11-16,2025-11-16,,Zilla Parishad,community hall,11.1,False
MA03163,Pune Constituency,Pune,Sunita Reddy,Maharashtra,500000.0,250000.0,152512.66,ongoing,90.0,2023-01-04,2023-04-04,,Rural Dev Dept,community hall,51.7,False
BI03164,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,300000.0,150000.0,140643.42,sanctioned,365.0,2024-10-02,2025-10-02,,Jal Nigam,irrigation,,False
RA03165,Jodhpur Constituency,Jodhpur,Meena Verma,Rajasthan,2000000.0,2000000.0,3902995.02,completed,365.0,2023-09-15,2024-09-14,2024-08-29,Jal Nigam,school,100.0,False
WE03166,Howrah Constituency,Howrah,Meena Singh,West Bengal,2000000.0,2000000.0,3044267.9,completed,270.0,2023-11-02,2024-07-29,2024-10-03,Jal Nigam,electricity,100.0,False
TA03167,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,1500000.0,1500000.0,1023311.44,completed,730.0,2024-05-20,2026-05-20,2026-08-07,Rural Dev Dept,community hall,100.0,False
BI03168,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,200000.0,100000.0,262503.32,ongoing,270.0,2024-08-10,2025-05-07,,Rural Dev Dept,community hall,34.7,False
KA03169,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,1000000.0,0.0,0.0,recommended,90.0,2024-11-13,2025-02-11,,Rural Dev Dept,electricity,,False
BI03170,Patna Constituency,Patna,Arjun Verma,Bihar,2000000.0,1000000.0,354580.62,completed,90.0,2023-12-15,2024-03-14,2024-02-20,Rural Dev Dept,drinking water,100.0,False
RA03171,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,300000.0,300000.0,215247.5,ongoing,180.0,2023-08-21,2024-02-17,,Zilla Parishad,road,18.7,False
KA03172,Mysuru Constituency,Mysuru,Manoj Singh,Karnataka,300000.0,150000.0,135078.3,completed,180.0,2023-08-07,2024-02-03,2024-08-15,Zilla Parishad,sanitation,100.0,False
KA03173,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,200000.0,100000.0,61697.29,ongoing,90.0,2024-10-30,2025-01-28,,Rural Dev Dept,electricity,28.6,False
WE03174,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,500000.0,250000.0,228360.25,stalled,90.0,2024-03-12,2024-06-10,,Rural Dev Dept,electricity,34.1,False
UT03175,Lucknow Constituency,Lucknow,Sanjay Verma,Uttar Pradesh,200000.0,200000.0,185227.9,sanctioned,180.0,2023-04-05,2023-10-02,,Zilla Parishad,electricity,,False
MA03176,Pune Constituency,Pune,Sunita Reddy,Maharashtra,200000.0,200000.0,94742.16,completed,365.0,2024-01-31,2025-01-30,2025-05-25,Zilla Parishad,road,100.0,False
UT03177,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,300000.0,150000.0,123155.07,sanctioned,730.0,2024-11-27,2026-11-27,,Rural Dev Dept,sanitation,,False
PU03178,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,200000.0,100000.0,358490.48,completed,365.0,2024-02-20,2025-02-19,2025-05-08,PWD,community hall,100.0,False
AN03179,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,2000000.0,2000000.0,673527.69,completed,270.0,2024-02-29,2024-11-25,2025-04-08,PWD,sanitation,100.0,False
UT03180,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,1500000.0,0.0,0.0,recommended,270.0,2023-05-28,2024-02-22,,Zilla Parishad,irrigation,,False
BI03181,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,2000000.0,2000000.0,1771230.1,sanctioned,90.0,2024-11-29,2025-02-27,,Jal Nigam,drinking water,,False
KE03182,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,750000.0,750000.0,456179.59,stalled,270.0,2024-11-23,2025-08-20,,PWD,drinking water,5.7,False
OD03183,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,2500000.0,2500000.0,2333594.41,ongoing,270.0,2023-10-06,2024-07-02,,Rural Dev Dept,drinking water,57.2,False
TA03184,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,2500000.0,2500000.0,2010594.16,ongoing,545.0,2023-08-26,2025-02-21,,Zilla Parishad,community hall,81.1,False
UT03185,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,200000.0,200000.0,175972.91,stalled,545.0,2023-11-10,2025-05-08,,Rural Dev Dept,irrigation,18.7,False
KA03186,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,2500000.0,2500000.0,1205210.51,completed,365.0,2023-12-07,2024-12-06,2025-01-02,PWD,sanitation,100.0,False
TA03187,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,200000.0,100000.0,46328.66,stalled,180.0,2024-01-09,2024-07-07,,Zilla Parishad,irrigation,7.2,False
AN03188,Krishna Constituency,Krishna,Priya Kumar,Andhra Pradesh,750000.0,750000.0,678430.61,stalled,730.0,2024-01-29,2026-01-28,,Jal Nigam,electricity,32.9,False
WE03189,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,1000000.0,1000000.0,856570.0,stalled,365.0,2023-03-08,2024-03-07,,Jal Nigam,road,13.2,False
WE03190,Howrah Constituency,Howrah,Meena Singh,West Bengal,2500000.0,2500000.0,3365044.18,ongoing,730.0,2023-08-05,2025-08-04,,Jal Nigam,irrigation,50.4,False
KE03191,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,2000000.0,2000000.0,2476711.09,ongoing,270.0,2024-08-09,2025-05-06,,PWD,electricity,74.0,False
KE03192,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,1500000.0,1500000.0,949354.6,ongoing,545.0,2023-06-21,2024-12-17,,Jal Nigam,community hall,36.1,False
TA03193,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,1000000.0,1000000.0,1244423.84,ongoing,730.0,2023-03-24,2025-03-23,,PWD,irrigation,20.3,False
TA03194,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,2500000.0,2500000.0,1146326.58,completed,730.0,2024-02-15,2026-02-14,2026-05-01,Rural Dev Dept,road,100.0,False
KA03195,Mysuru Constituency,Mysuru,Manoj Singh,Karnataka,200000.0,200000.0,120199.95,completed,365.0,2024-05-29,2025-05-29,2025-08-13,Rural Dev Dept,drinking water,100.0,False
MA03196,Nagpur Constituency,Nagpur,Ramesh Reddy,Maharashtra,200000.0,200000.0,299518.92,sanctioned,730.0,2024-02-21,2026-02-20,,Rural Dev Dept,irrigation,,False
UT03197,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,2000000.0,2000000.0,1264741.15,completed,365.0,2023-06-01,2024-05-31,2024-11-11,Jal Nigam,electricity,100.0,False
MA03198,Pune Constituency,Pune,Sunita Reddy,Maharashtra,2000000.0,2000000.0,1920620.99,sanctioned,180.0,2024-09-20,2025-03-19,,Zilla Parishad,drinking water,,False
BI03199,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,200000.0,100000.0,88979.5,completed,730.0,2023-11-17,2025-11-16,2025-12-19,Rural Dev Dept,road,100.0,False
BI03200,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,1500000.0,750000.0,2793678.43,ongoing,545.0,2023-09-11,2025-03-09,,Zilla Parishad,drinking water,67.5,False
TA03201,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,300000.0,150000.0,53993.03,ongoing,90.0,2023-12-19,2024-03-18,,Rural Dev Dept,school,11.2,False
KE03202,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,1000000.0,1000000.0,432022.57,completed,545.0,2024-04-14,2025-10-11,2026-01-17,Zilla Parishad,community hall,100.0,False
WE03203,Howrah Constituency,Howrah,Meena Singh,West Bengal,300000.0,300000.0,256537.35,sanctioned,365.0,2023-12-23,2024-12-22,,Jal Nigam,irrigation,,False
WE03204,Howrah Constituency,Howrah,Meena Singh,West Bengal,500000.0,250000.0,613520.91,sanctioned,180.0,2023-04-25,2023-10-22,,Rural Dev Dept,community hall,,False
AN03205,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,300000.0,0.0,0.0,recommended,90.0,2024-09-09,2024-12-08,,PWD,school,,False
WE03206,Howrah Constituency,Howrah,Meena Singh,West Bengal,2000000.0,1000000.0,3526099.32,stalled,270.0,2024-02-23,2024-11-19,,PWD,community hall,30.2,False
WE03207,Howrah Constituency,Howrah,Meena Singh,West Bengal,2500000.0,2500000.0,886834.26,completed,90.0,2024-05-10,2024-08-08,2024-10-23,Rural Dev Dept,road,100.0,False
TA03208,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,300000.0,150000.0,103594.67,ongoing,365.0,2023-07-04,2024-07-03,,Zilla Parishad,drinking water,17.8,False
MA03209,Pune Constituency,Pune,Sunita Reddy,Maharashtra,300000.0,300000.0,597291.45,ongoing,180.0,2023-05-07,2023-11-03,,PWD,electricity,75.3,False
OD03210,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,300000.0,300000.0,403443.54,stalled,180.0,2023-10-13,2024-04-10,,PWD,road,18.1,False
BI03211,Muzaffarpur Constituency,Muzaffarpur,Priya Nair,Bihar,2000000.0,0.0,2707052.68,recommended,730.0,2023-06-09,2025-06-08,,PWD,electricity,,False
PU03212,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,500000.0,500000.0,461655.11,completed,545.0,2023-10-30,2025-04-27,2025-09-28,Zilla Parishad,school,100.0,False
RA03213,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,1500000.0,1500000.0,972743.21,sanctioned,270.0,2023-09-23,2024-06-19,,Rural Dev Dept,road,,False
UT03214,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,2000000.0,2000000.0,1045443.55,ongoing,270.0,2024-06-13,2025-03-10,,Zilla Parishad,drinking water,80.2,False
TA03215,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,200000.0,0.0,0.0,recommended,730.0,2023-05-10,2025-05-09,,Zilla Parishad,drinking water,,False
TA03216,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,500000.0,0.0,0.0,recommended,270.0,2024-11-05,2025-08-02,,PWD,sanitation,,False
RA03217,Jodhpur Constituency,Jodhpur,Meena Verma,Rajasthan,1000000.0,0.0,0.0,recommended,730.0,2023-04-19,2025-04-18,,PWD,irrigation,,False
PU03218,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,300000.0,150000.0,88175.43,completed,545.0,2023-02-11,2024-08-09,2024-12-17,PWD,community hall,100.0,False
OD03219,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,300000.0,300000.0,151565.74,ongoing,730.0,2024-02-02,2026-02-01,,Jal Nigam,school,66.8,False
RA03220,Jodhpur Constituency,Jodhpur,Meena Verma,Rajasthan,2500000.0,2500000.0,1659293.95,ongoing,270.0,2023-07-04,2024-03-30,,PWD,drinking water,83.3,False
TA03221,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,2500000.0,2500000.0,796012.43,completed,180.0,2023-04-24,2023-10-21,2023-09-21,Rural Dev Dept,drinking water,100.0,False
WE03222,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,750000.0,750000.0,242198.46,stalled,365.0,2023-04-12,2024-04-11,,Jal Nigam,irrigation,13.1,False
UT03223,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,500000.0,500000.0,166443.3,completed,90.0,2023-10-16,2024-01-14,2024-01-16,Rural Dev Dept,irrigation,100.0,False
OD03224,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,2000000.0,2000000.0,776719.15,completed,180.0,2023-09-15,2024-03-13,2024-05-17,Rural Dev Dept,sanitation,100.0,False
UT03225,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,200000.0,200000.0,160006.34,stalled,180.0,2023-09-10,2024-03-08,,PWD,road,21.6,False
UT03226,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,2500000.0,1250000.0,449714.34,stalled,180.0,2023-10-25,2024-04-22,,Jal Nigam,irrigation,35.5,False
BI03227,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,300000.0,150000.0,582781.62,completed,270.0,2023-12-20,2024-09-15,2025-03-25,PWD,community hall,100.0,False
WE03228,Howrah Constituency,Howrah,Meena Singh,West Bengal,200000.0,200000.0,77114.39,stalled,270.0,2023-05-17,2024-02-11,,Rural Dev Dept,drinking water,27.1,False
UT03229,Lucknow Constituency,Lucknow,Sanjay Verma,Uttar Pradesh,1500000.0,1500000.0,2805841.57,completed,365.0,2024-04-13,2025-04-13,2025-09-16,Rural Dev Dept,electricity,100.0,False
KA03230,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,500000.0,500000.0,432091.2,ongoing,545.0,2024-08-13,2026-02-09,,Jal Nigam,community hall,39.4,False
TA03231,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,1000000.0,1000000.0,492216.98,sanctioned,180.0,2023-01-09,2023-07-08,,PWD,sanitation,,False
WE03232,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,2000000.0,2000000.0,1619431.52,ongoing,90.0,2023-11-11,2024-02-09,,Jal Nigam,community hall,29.0,False
PU03233,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,2000000.0,0.0,3295810.77,recommended,730.0,2024-01-24,2026-01-23,,PWD,road,,False
UT03234,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,1000000.0,500000.0,478713.93,completed,545.0,2023-05-10,2024-11-05,2025-05-09,Zilla Parishad,community hall,100.0,False
UT03235,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,300000.0,300000.0,130919.47,ongoing,270.0,2023-04-02,2023-12-28,,Zilla Parishad,road,34.3,False
KA03236,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,2500000.0,2500000.0,1946655.8,ongoing,545.0,2024-10-28,2026-04-26,,Zilla Parishad,school,40.6,False
KA03237,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,1500000.0,750000.0,394816.66,completed,545.0,2023-01-16,2024-07-14,2024-11-17,Rural Dev Dept,electricity,100.0,False
BI03238,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,200000.0,200000.0,101394.37,completed,270.0,2023-05-16,2024-02-10,2024-06-14,Rural Dev Dept,sanitation,100.0,False
KA03239,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,300000.0,300000.0,184432.63,completed,180.0,2023-11-03,2024-05-01,2024-07-11,Zilla Parishad,community hall,100.0,False
OD03240,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,2000000.0,1000000.0,725381.33,completed,545.0,2023-03-26,2024-09-21,2025-04-04,PWD,sanitation,100.0,False
RA03241,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,750000.0,0.0,0.0,recommended,270.0,2024-05-31,2025-02-25,,Rural Dev Dept,irrigation,,False
TA03242,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,300000.0,150000.0,77007.27,completed,545.0,2024-10-19,2026-04-17,2026-04-30,Rural Dev Dept,electricity,100.0,False
TA03243,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,2000000.0,1000000.0,796238.27,sanctioned,730.0,2024-08-06,2026-08-06,,Rural Dev Dept,irrigation,,False
WE03244,Howrah Constituency,Howrah,Meena Singh,West Bengal,2500000.0,2500000.0,771150.75,ongoing,730.0,2023-07-01,2025-06-30,,Jal Nigam,electricity,36.0,False
UT03245,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,2000000.0,1000000.0,435834.7,ongoing,365.0,2024-05-13,2025-05-13,,Zilla Parishad,irrigation,47.7,False
BI03246,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,2000000.0,1000000.0,3564413.04,sanctioned,90.0,2023-11-17,2024-02-15,,Rural Dev Dept,road,,False
MA03247,Nagpur Constituency,Nagpur,Ramesh Reddy,Maharashtra,200000.0,100000.0,95533.3,sanctioned,730.0,2024-04-04,2026-04-04,,Rural Dev Dept,irrigation,,False
BI03248,Patna Constituency,Patna,Arjun Verma,Bihar,500000.0,500000.0,707272.79,ongoing,90.0,2023-06-24,2023-09-22,,PWD,community hall,50.3,False
TA03249,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,750000.0,375000.0,193194.0,completed,730.0,2024-08-06,2026-08-06,2026-07-10,Jal Nigam,road,100.0,False
KA03250,Mysuru Constituency,Mysuru,Manoj Singh,Karnataka,2500000.0,1250000.0,3714949.33,ongoing,270.0,2023-11-25,2024-08-21,,PWD,drinking water,42.1,False
TA03251,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,2000000.0,1000000.0,358749.27,ongoing,180.0,2023-12-30,2024-06-27,,Jal Nigam,road,28.7,False
KE03252,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,500000.0,500000.0,885973.53,completed,730.0,2024-03-25,2026-03-25,2026-03-13,Rural Dev Dept,sanitation,100.0,False
KA03253,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,1000000.0,1000000.0,1570920.38,completed,545.0,2023-10-09,2025-04-06,2025-06-28,Rural Dev Dept,community hall,100.0,False
RA03254,Jodhpur Constituency,Jodhpur,Meena Verma,Rajasthan,750000.0,750000.0,526324.04,ongoing,365.0,2024-09-10,2025-09-10,,Rural Dev Dept,sanitation,39.4,False
UT03255,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,500000.0,250000.0,218844.6,sanctioned,545.0,2024-09-24,2026-03-23,,Jal Nigam,electricity,,False
TA03256,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,2000000.0,2000000.0,1172666.84,sanctioned,545.0,2023-11-29,2025-05-27,,Jal Nigam,electricity,,False
MA03257,Pune Constituency,Pune,Sunita Reddy,Maharashtra,500000.0,500000.0,215868.06,ongoing,365.0,2024-01-25,2025-01-24,,Rural Dev Dept,sanitation,40.7,False
MA03258,Nagpur Constituency,Nagpur,Ramesh Reddy,Maharashtra,1500000.0,750000.0,606149.39,completed,365.0,2024-07-11,2025-07-11,2025-07-06,Rural Dev Dept,road,100.0,False
RA03259,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,1000000.0,1000000.0,647891.45,sanctioned,90.0,2023-11-27,2024-02-25,,PWD,irrigation,,False
BI03260,Muzaffarpur Constituency,Muzaffarpur,Priya Nair,Bihar,2000000.0,1000000.0,978664.91,completed,90.0,2024-07-26,2024-10-24,2025-02-19,Zilla Parishad,electricity,100.0,False
AN03261,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,2000000.0,2000000.0,879689.49,stalled,90.0,2023-09-08,2023-12-07,,Zilla Parishad,irrigation,28.7,False
KA03262,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,2500000.0,2500000.0,2401774.57,ongoing,545.0,2024-06-05,2025-12-02,,Zilla Parishad,sanitation,22.7,False
KA03263,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,300000.0,300000.0,157635.29,stalled,270.0,2024-07-01,2025-03-28,,Rural Dev Dept,sanitation,11.3,False
KE03264,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,2000000.0,1000000.0,593729.77,ongoing,180.0,2023-10-03,2024-03-31,,PWD,road,58.6,False
WE03265,Howrah Constituency,Howrah,Meena Singh,West Bengal,2000000.0,0.0,0.0,recommended,90.0,2023-12-15,2024-03-14,,Zilla Parishad,electricity,,False
RA03266,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,1000000.0,1000000.0,350886.02,ongoing,180.0,2024-03-24,2024-09-20,,Jal Nigam,irrigation,31.0,False
OD03267,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,500000.0,250000.0,113956.93,sanctioned,545.0,2023-11-20,2025-05-18,,Rural Dev Dept,electricity,,False
KE03268,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,1000000.0,1000000.0,1462608.93,completed,90.0,2024-07-06,2024-10-04,2025-04-04,Zilla Parishad,road,100.0,False
MA03269,Nagpur Constituency,Nagpur,Ramesh Reddy,Maharashtra,2500000.0,2500000.0,2240829.5,ongoing,180.0,2023-12-23,2024-06-20,,Zilla Parishad,electricity,37.2,False
KA03270,Mysuru Constituency,Mysuru,Manoj Singh,Karnataka,750000.0,375000.0,287783.47,ongoing,545.0,2023-08-19,2025-02-14,,Zilla Parishad,drinking water,33.3,False
TA03271,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,1000000.0,1000000.0,779113.7,ongoing,270.0,2024-03-18,2024-12-13,,Rural Dev Dept,irrigation,82.2,False
KE03272,Kozhikode Constituency,Kozhikode,Manoj Gowda,Kerala,1500000.0,750000.0,325769.16,ongoing,270.0,2024-08-22,2025-05-19,,Rural Dev Dept,road,92.2,False
UT03273,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,500000.0,500000.0,606985.25,ongoing,270.0,2023-10-13,2024-07-09,,PWD,electricity,72.0,False
PU03274,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,2000000.0,2000000.0,649158.22,ongoing,180.0,2024-07-22,2025-01-18,,PWD,irrigation,55.0,False
KA03275,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,1500000.0,1500000.0,988049.94,stalled,90.0,2024-01-08,2024-04-07,,Jal Nigam,road,31.0,False
RA03276,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,300000.0,150000.0,75413.67,sanctioned,270.0,2023-12-12,2024-09-07,,Zilla Parishad,community hall,,False
KA03277,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,2500000.0,2500000.0,1000519.86,sanctioned,270.0,2023-03-26,2023-12-21,,Jal Nigam,school,,False
KE03278,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,1000000.0,500000.0,169405.99,completed,730.0,2023-08-05,2025-08-04,2025-08-05,Zilla Parishad,sanitation,100.0,False
UT03279,Lucknow Constituency,Lucknow,Sanjay Verma,Uttar Pradesh,750000.0,750000.0,661621.55,completed,180.0,2023-06-11,2023-12-08,2024-04-11,Rural Dev Dept,electricity,100.0,False
UT03280,Lucknow Constituency,Lucknow,Sanjay Verma,Uttar Pradesh,500000.0,500000.0,444944.42,ongoing,730.0,2024-08-03,2026-08-03,,Zilla Parishad,electricity,52.0,False
AN03281,Krishna Constituency,Krishna,Priya Kumar,Andhra Pradesh,200000.0,200000.0,162771.61,ongoing,365.0,2024-10-04,2025-10-04,,Jal Nigam,road,26.3,False
MA03282,Pune Constituency,Pune,Sunita Reddy,Maharashtra,2000000.0,1000000.0,869605.56,ongoing,545.0,2024-05-16,2025-11-12,,PWD,sanitation,85.5,False
AN03283,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,200000.0,100000.0,378040.08,ongoing,730.0,2024-10-14,2026-10-14,,Rural Dev Dept,sanitation,71.5,False
OD03284,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,200000.0,200000.0,230590.29,ongoing,365.0,2023-12-23,2024-12-22,,Rural Dev Dept,road,73.3,False
UT03285,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,2000000.0,2000000.0,1553170.42,stalled,90.0,2024-06-04,2024-09-02,,PWD,sanitation,34.7,False
BI03286,Patna Constituency,Patna,Arjun Verma,Bihar,200000.0,200000.0,158092.25,completed,180.0,2023-02-05,2023-08-04,2024-01-05,Jal Nigam,drinking water,100.0,False
KA03287,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,200000.0,200000.0,353253.49,sanctioned,730.0,2023-12-31,2025-12-30,,Zilla Parishad,road,,False
UT03288,Lucknow Constituency,Lucknow,Sanjay Verma,Uttar Pradesh,1500000.0,1500000.0,1785481.6,sanctioned,270.0,2024-08-06,2025-05-03,,PWD,road,,False
