mp_id,name,constituency_id,state_id,parliamentary_house,active_period
409,Sanjay Seth,408,17,Lok Sabha,2024-2029
410,Sanjay Uttamrao Deshmukh,409,1,Lok Sabha,2024-2029
411,SANJNA JATAV,410,12,Lok Sabha,2024-2029
412,Santosh Pandey,411,23,Lok Sabha,2024-2029
413,Saptagiri Sankar Ulaka,412,14,Lok Sabha,2024-2029
414,SARABJEET SINGH KHALSA,413,13,Lok Sabha,2024-2029
415,Sasikanth Senthil,414,15,Lok Sabha,2024-2029
416,SATPAL BRAHAMCHARI,415,27,Lok Sabha,2024-2029
417,Saumitra khan,416,4,Lok Sabha,2024-2029
418,SAVITRI THAKUR,417,9,Lok Sabha,2024-2029
419,SAYANI GHOSH,418,4,Lok Sabha,2024-2029
420,SELJA,419,27,Lok Sabha,2024-2029
421,SELVAGANAPATHI T M,420,15,Lok Sabha,2024-2029
422,SELVARAJ V,421,15,Lok Sabha,2024-2029
423,SHAFI PARAMBIL,422,6,Lok Sabha,2024-2029
424,SHAMBHAVI,423,3,Lok Sabha,2024-2029
425,Shankar Lalwani,424,9,Lok Sabha,2024-2029
426,SHASHANK MANI,425,5,Lok Sabha,2024-2029
427,Shatrughan Sinha,426,4,Lok Sabha,2024-2029
428,SHER SINGH GHUBAYA,427,13,Lok Sabha,2024-2029
429,SHIVMANGAL SINGH TOMAR,428,9,Lok Sabha,2024-2029
430,SHIVRAJ SINGH CHOUHAN,429,9,Lok Sabha,2024-2029
431,SHOBHA KARANDLAJE,430,21,Lok Sabha,2024-2029
432,SHOBHANABEN MAHENDRASINH BARAIYA,431,22,Lok Sabha,2024-2029
433,SHREYAS. M. PATEL,432,21,Lok Sabha,2024-2029
434,Shri  Dharambir Singh,433,27,Lok Sabha,2024-2029
435,Shri Abhishek Banerjee,434,4,Lok Sabha,2024-2029
436,Shri Amar Singh,435,13,Lok Sabha,2024-2029
437,Shri Amit Shah,436,22,Lok Sabha,2024-2029
438,Shri Anil Firojiya,437,9,Lok Sabha,2024-2029
439,Shri Arjun Ram Meghwal,438,12,Lok Sabha,2024-2029
440,Shri Arun Kumar Sagar,439,5,Lok Sabha,2024-2029
441,Shri B Y Raghavendra,440,21,Lok Sabha,2024-2029
442,Shri Benny Behanan,441,6,Lok Sabha,2024-2029
443,Shri Bhartruhari Mahtab,442,14,Lok Sabha,2024-2029
444,Shri Chandra Prakash Choudhary,443,17,Lok Sabha,2024-2029
445,Shri Deepak (Dev) Adhikari,444,4,Lok Sabha,2024-2029
446,Shri Gurjeet Singh Aujla,445,13,Lok Sabha,2024-2029
447,Shri Hanuman Beniwal,446,12,Lok Sabha,2024-2029
448,Shri Hibi Eden,447,6,Lok Sabha,2024-2029
449,Shri Janardan Singh Sigriwal,448,3,Lok Sabha,2024-2029
450,Shri Jual Oram,449,14,Lok Sabha,2024-2029
451,Shri Jugal Kishore Sharma,450,2,Lok Sabha,2024-2029
452,Shri Jyotirmay Singh Mahato,451,4,Lok Sabha,2024-2029
453,Shri Karti P Chidambaram,452,15,Lok Sabha,2024-2029
454,Shri Kumbakudi Sudhakaran,453,6,Lok Sabha,2024-2029
455,Shri LS Tejasvi Surya,454,21,Lok Sabha,2024-2029
456,Shri M K Raghavan,455,6,Lok Sabha,2024-2029
457,Shri Narendra Modi,456,5,Lok Sabha,2024-2029
458,Shri NK Premachandran,457,6,Lok Sabha,2024-2029
459,Shri PP Chaudhary,458,12,Lok Sabha,2024-2029
460,Shri Rajmohan Unnithan,459,6,Lok Sabha,2024-2029
461,Shri Sarbananda Sonowal (18LS),460,10,Lok Sabha,2024-2029
462,Shri Satish Kumar Gautam,461,5,Lok Sabha,2024-2029
463,Shri Shantanu Thakur,462,4,Lok Sabha,2024-2029
464,Shri Sudheer Gupta,463,9,Lok Sabha,2024-2029
465,Shri Suresh Kodikunnil,464,6,Lok Sabha,2024-2029
466,Shri Tapir Gao,465,30,Lok Sabha,2024-2029
467,Shri vijayakumar Vasanth,466,15,Lok Sabha,2024-2029
468,Shrikant Eknath Shinde,467,1,Lok Sabha,2024-2029
469,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,468,1,Lok Sabha,2024-2029
470,Shripad Yesso Naik,469,26,Lok Sabha,2024-2029
471,Shrirang Appa Barne,470,1,Lok Sabha,2024-2029
472,Shyamkumar,471,1,Lok Sabha,2024-2029
473,Sivanath Kesineni,472,11,Lok Sabha,2024-2029
474,SK NURUL ISLAM,473,4,Lok Sabha,2024-2029
475,SMITA UDAY WAGH,474,1,Lok Sabha,2024-2029
476,Smt Anupriya Patel,475,5,Lok Sabha,2024-2029
477,Smt Aparajita Sarangi,476,14,Lok Sabha,2024-2029
478,Smt Dimple Yadav,477,5,Lok Sabha,2024-2029
479,Smt Harsimrat Kaur Badal,478,13,Lok Sabha,2024-2029
480,Smt Hema Malini,479,5,Lok Sabha,2024-2029
481,Smt Himadri Singh,480,9,Lok Sabha,2024-2029
482,Smt Poonamben Hematbhai Maadam,481,22,Lok Sabha,2024-2029
483,Smt Raksha Nikhil Khadse,482,1,Lok Sabha,2024-2029
484,Smt S Jothimani,483,15,Lok Sabha,2024-2029
485,Smt Sajda Ahmed,484,4,Lok Sabha,2024-2029
486,Smt Sandhya Ray,485,9,Lok Sabha,2024-2029
487,Smt Sangeeta Kumari Singh Deo,486,14,Lok Sabha,2024-2029
488,Smt Satabdi Roy (Banerjee),487,4,Lok Sabha,2024-2029
489,Smt Supriya Sadanand Sule,488,1,Lok Sabha,2024-2029
490,Smt Veena Devi,489,3,Lok Sabha,2024-2029
491,Sribharat MathuKumli,490,11,Lok Sabha,2024-2029
492,SUDAMA PRASAD,491,3,Lok Sabha,2024-2029
493,SUDHA R,492,15,Lok Sabha,2024-2029
494,SUDHAKAR SINGH,493,3,Lok Sabha,2024-2029
495,Sudip Bandyopadhyay,494,4,Lok Sabha,2024-2029
496,SUKANTA KUMAR PANIGRAHI,495,14,Lok Sabha,2024-2029
497,SUKHDEO BHAGAT,496,17,Lok Sabha,2024-2029
498,SUKHJINDER SINGH RANDHAWA,497,13,Lok Sabha,2024-2029
499,SUNIL BOSE,498,21,Lok Sabha,2024-2029
500,Sunil Dattatray Tatkare,499,1,Lok Sabha,2024-2029
501,Sunil Kumar,500,3,Lok Sabha,2024-2029
502,SURENDRA PRASAD YADAV,501,3,Lok Sabha,2024-2029
503,SURESH GOPI,502,6,Lok Sabha,2024-2029
504,Suresh Kumar Kashyap,503,18,Lok Sabha,2024-2029
505,SURESH KUMAR SHETKAR,504,19,Lok Sabha,2024-2029
506,Swami Sachchidanandhari Sakshi ji Maharaj,505,5,Lok Sabha,2024-2029
507,T Sumathy (A) Thamizhachi Thangapandian,506,15,Lok Sabha,2024-2029
508,TANGELLA UDAY SRINIVAS,507,11,Lok Sabha,2024-2029
509,TANUJ PUNIA,508,5,Lok Sabha,2024-2029
510,TARIQ ANWAR,509,3,Lok Sabha,2024-2029
511,Thalikkottai Rajuthevar Baalu,510,15,Lok Sabha,2024-2029
512,THANGA TAMILSELVAN,511,15,Lok Sabha,2024-2029
513,THARANIVENTHAN M S,512,15,Lok Sabha,2024-2029
514,Thiru Dayanidhi Maran,513,15,Lok Sabha,2024-2029
515,Thirumaa Valavan Thol,514,15,Lok Sabha,2024-2029
516,TOKHAN SAHU,515,23,Lok Sabha,2024-2029
517,TRIVENDRA SINGH RAWAT,516,7,Lok Sabha,2024-2029
518,UJJWAL RAMAN SINGH,517,5,Lok Sabha,2024-2029
519,UMMEDA RAM BENIWAL,518,12,Lok Sabha,2024-2029
520,UTKARSH VERMA MADHUR,519,5,Lok Sabha,2024-2029
521,V S Matheswaran,520,15,Lok Sabha,2024-2029
522,V. SOMANNA,521,21,Lok Sabha,2024-2029
523,Vaithilingam Ve,522,36,Lok Sabha,2024-2029
524,VAMSI KRISHNA GADDAM,523,19,Lok Sabha,2024-2029
525,VARUN CHAUDHRY,524,27,Lok Sabha,2024-2029
526,Vellalath Kochukrishnan Nair Sreekandan,525,6,Lok Sabha,2024-2029
527,Vijay Baghel,526,23,Lok Sabha,2024-2029
528,Vijay Kumar Dubey,527,5,Lok Sabha,2024-2029
529,Vijay Kumar Hansdak,528,17,Lok Sabha,2024-2029
530,VIJAYLAKSHMI DEVI,529,3,Lok Sabha,2024-2029
531,Vinod Chavda,530,22,Lok Sabha,2024-2029
532,VINOD KUMAR BIND,531,5,Lok Sabha,2024-2029
533,Virendra Kumar,532,9,Lok Sabha,2024-2029
534,VIRENDRA SINGH,533,5,Lok Sabha,2024-2029
535,VISHAL,534,1,Lok Sabha,2024-2029
536,Vishnu Dayal Ram,535,17,Lok Sabha,2024-2029
537,Vishnu Dutt Sharma,536,9,Lok Sabha,2024-2029
538,VISHWESHWAR HEGDE KAGERI,537,21,Lok Sabha,2024-2029
539,VIVEK THAKUR,538,3,Lok Sabha,2024-2029
540,Y S Avinash Reddy,539,11,Lok Sabha,2024-2029
541,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,540,21,Lok Sabha,2024-2029
542,Yogendra Chandoliya,541,20,Lok Sabha,2024-2029
543,ZIA UR REHMAN,542,5,Lok Sabha,2024-2029
