project_id,constituency,district,mp_name,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,released_amount_imputed
KA08145,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,1500000.0,750000.0,326135.66,stalled,270.0,2024-11-07,2025-08-04,,Zilla Parishad,drinking water,5.4,False
BI08146,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,500000.0,500000.0,218353.73,ongoing,180.0,2023-12-10,2024-06-07,,Zilla Parishad,school,88.7,False
AN08147,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,200000.0,100000.0,52009.69,completed,180.0,2023-11-10,2024-05-08,2024-07-04,Jal Nigam,sanitation,100.0,False
BI08148,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,2500000.0,1250000.0,900383.66,ongoing,545.0,2024-11-16,2026-05-15,,Jal Nigam,road,92.8,False
RA08149,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,1500000.0,1500000.0,1415837.03,stalled,270.0,2024-09-27,2025-06-24,,PWD,irrigation,28.6,False
UT08150,Varanasi Constituency,Varanasi,Lakshmi Gowda,Uttar Pradesh,2000000.0,2000000.0,1548393.23,stalled,180.0,2023-08-10,2024-02-06,,PWD,electricity,19.9,False
RA08151,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,1000000.0,1000000.0,654739.86,sanctioned,270.0,2023-09-15,2024-06-11,,Jal Nigam,community hall,,False
BI08152,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,2500000.0,2500000.0,1468311.43,ongoing,545.0,2023-11-25,2025-05-23,,Jal Nigam,road,89.7,False
OD08153,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,750000.0,375000.0,364872.96,ongoing,545.0,2023-10-11,2025-04-08,,PWD,road,33.9,False
MA08154,Pune Constituency,Pune,Ramesh Patel,Maharashtra,750000.0,375000.0,371724.62,ongoing,730.0,2023-06-06,2025-06-05,,Zilla Parishad,electricity,44.5,False
MA08155,Pune Constituency,Pune,Ramesh Patel,Maharashtra,2500000.0,2500000.0,2186466.49,stalled,730.0,2023-12-03,2025-12-02,,Rural Dev Dept,school,23.9,False
MA08156,Pune Constituency,Pune,Ramesh Patel,Maharashtra,2500000.0,2500000.0,2118673.23,ongoing,365.0,2023-07-15,2024-07-14,,Zilla Parishad,electricity,80.9,False
PU08157,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,2500000.0,1250000.0,1248362.39,ongoing,730.0,2023-10-24,2025-10-23,,Zilla Parishad,drinking water,66.0,False
WE08158,Howrah Constituency,Howrah,Anita Nair,West Bengal,2500000.0,1250000.0,1072456.86,sanctioned,90.0,2023-03-09,2023-06-07,,Rural Dev Dept,road,,False
RA08159,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,750000.0,750000.0,731430.21,completed,545.0,2023-08-09,2025-02-04,2025-06-24,Jal Nigam,electricity,100.0,False
TA08160,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,750000.0,750000.0,379449.65,sanctioned,180.0,2024-01-25,2024-07-23,,Rural Dev Dept,electricity,,False
RA08161,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,300000.0,150000.0,94817.23,ongoing,545.0,2023-06-21,2024-12-17,,Zilla Parishad,road,77.6,False
BI08162,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,200000.0,100000.0,53851.53,stalled,270.0,2023-02-19,2023-11-16,,Zilla Parishad,road,17.0,False
BI08163,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,1000000.0,1000000.0,900861.37,ongoing,180.0,2024-06-28,2024-12-25,,Jal Nigam,irrigation,17.5,False
KE08164,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,1000000.0,1000000.0,630370.68,ongoing,270.0,2023-11-22,2024-08-18,,Zilla Parishad,electricity,71.0,False
RA08165,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,2500000.0,2500000.0,1108028.39,completed,180.0,2024-08-13,2025-02-09,2025-04-18,Rural Dev Dept,community hall,100.0,False
KE08166,Kozhikode Constituency,Kozhikode,Sunita Verma,Kerala,200000.0,0.0,0.0,recommended,365.0,2024-02-04,2025-02-03,,PWD,electricity,,False
TA08167,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,1500000.0,1500000.0,887110.32,ongoing,180.0,2023-09-26,2024-03-24,,PWD,community hall,50.0,False
TA08168,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,2500000.0,2500000.0,1565868.06,stalled,270.0,2023-01-07,2023-10-04,,Jal Nigam,drinking water,19.1,False
UT08169,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,500000.0,500000.0,274853.08,stalled,90.0,2024-05-04,2024-08-02,,Rural Dev Dept,community hall,28.1,False
PU08170,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,750000.0,375000.0,208228.49,ongoing,545.0,2024-11-07,2026-05-06,,Jal Nigam,electricity,33.1,False
UT08171,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,200000.0,100000.0,63217.68,stalled,90.0,2024-08-01,2024-10-30,,PWD,community hall,8.6,False
WE08172,Howrah Constituency,Howrah,Anita Nair,West Bengal,2000000.0,2000000.0,1594403.43,stalled,545.0,2024-08-31,2026-02-27,,PWD,road,23.8,False
KE08173,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,200000.0,100000.0,61306.4,completed,730.0,2023-06-04,2025-06-03,2025-12-03,Rural Dev Dept,irrigation,100.0,False
PU08174,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,750000.0,750000.0,742806.27,completed,365.0,2023-03-30,2024-03-29,2024-04-19,Jal Nigam,school,100.0,False
UT08175,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,1500000.0,750000.0,2701572.55,ongoing,545.0,2024-04-10,2025-10-07,,Zilla Parishad,irrigation,27.0,False
KE08176,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,2500000.0,2500000.0,2397574.37,sanctioned,180.0,2024-08-11,2025-02-07,,Zilla Parishad,irrigation,,False
TA08177,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,500000.0,0.0,0.0,recommended,365.0,2023-02-15,2024-02-15,,PWD,sanitation,,False
AN08178,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,2000000.0,1000000.0,826818.3,sanctioned,545.0,2024-05-13,2025-11-09,,PWD,school,,False
TA08179,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,2500000.0,2500000.0,1409602.89,completed,270.0,2024-04-05,2024-12-31,2025-04-03,PWD,irrigation,100.0,False
TA08180,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,500000.0,0.0,0.0,recommended,730.0,2023-06-14,2025-06-13,,PWD,irrigation,,False
MA08181,Pune Constituency,Pune,Ramesh Patel,Maharashtra,2500000.0,2500000.0,2181282.74,ongoing,270.0,2024-11-08,2025-08-05,,Jal Nigam,drinking water,43.4,False
BI08182,Gaya Constituency,Gaya,Arjun Sharma,Bihar,500000.0,500000.0,175023.39,ongoing,730.0,2023-10-20,2025-10-19,,Jal Nigam,school,40.6,False
BI08183,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,1500000.0,1500000.0,545103.68,completed,180.0,2024-08-26,2025-02-22,2025-07-25,Zilla Parishad,irrigation,100.0,False
TA08184,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,1000000.0,500000.0,436296.73,completed,545.0,2024-06-01,2025-11-28,2026-02-06,PWD,drinking water,100.0,False
KA08185,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,1000000.0,500000.0,292126.05,ongoing,365.0,2023-07-14,2024-07-13,,Rural Dev Dept,drinking water,14.6,False
PU08186,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,2000000.0,2000000.0,1081675.43,sanctioned,270.0,2023-12-02,2024-08-28,,Zilla Parishad,school,,False
TA08187,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,500000.0,250000.0,576928.32,stalled,365.0,2024-09-15,2025-09-15,,Jal Nigam,school,27.0,False
UT08188,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,1000000.0,500000.0,491068.54,ongoing,365.0,2024-07-22,2025-07-22,,Jal Nigam,sanitation,78.2,False
KE08189,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,300000.0,300000.0,268536.89,sanctioned,270.0,2024-02-03,2024-10-30,,PWD,road,,False
AN08190,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,750000.0,750000.0,239004.64,ongoing,270.0,2024-01-10,2024-10-06,,Jal Nigam,irrigation,14.0,False
TA08191,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,2000000.0,1000000.0,956301.91,ongoing,180.0,2024-04-29,2024-10-26,,PWD,community hall,58.9,False
AN08192,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,750000.0,750000.0,631583.21,stalled,365.0,2023-11-25,2024-11-24,,Rural Dev Dept,irrigation,15.5,False
WE08193,Howrah Constituency,Howrah,Anita Nair,West Bengal,2500000.0,1250000.0,1189521.68,ongoing,365.0,2024-04-09,2025-04-09,,Rural Dev Dept,road,80.8,False
RA08194,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,300000.0,300000.0,289244.1,completed,90.0,2024-02-03,2024-05-03,2024-10-02,PWD,community hall,100.0,False
UT08195,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,1000000.0,0.0,0.0,recommended,270.0,2024-02-28,2024-11-24,,PWD,sanitation,,False
TA08196,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,200000.0,200000.0,356857.7,ongoing,365.0,2024-09-24,2025-09-24,,Rural Dev Dept,drinking water,86.0,False
KA08197,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,750000.0,750000.0,924821.15,sanctioned,180.0,2024-01-11,2024-07-09,,Jal Nigam,road,,False
RA08198,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,1000000.0,1000000.0,901485.32,stalled,545.0,2023-01-27,2024-07-25,,Zilla Parishad,sanitation,16.8,False
AN08199,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,500000.0,500000.0,383782.45,ongoing,730.0,2023-10-07,2025-10-06,,Zilla Parishad,community hall,79.8,False
AN08200,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,750000.0,750000.0,455331.11,stalled,730.0,2023-11-21,2025-11-20,,Zilla Parishad,school,19.3,False
TA08201,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,750000.0,375000.0,179151.05,stalled,180.0,2024-08-25,2025-02-21,,Jal Nigam,drinking water,29.2,False
PU08202,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,2000000.0,1000000.0,787829.62,stalled,270.0,2023-06-20,2024-03-16,,Jal Nigam,electricity,40.0,False
BI08203,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,200000.0,100000.0,42396.88,completed,545.0,2023-01-17,2024-07-15,2024-08-31,Jal Nigam,irrigation,100.0,False
WE08204,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,2500000.0,0.0,0.0,recommended,270.0,2023-10-07,2024-07-03,,Jal Nigam,irrigation,,False
AN08205,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,1000000.0,1000000.0,482844.18,ongoing,545.0,2024-09-07,2026-03-06,,Jal Nigam,sanitation,85.8,False
MA08206,Nagpur Constituency,Nagpur,Meena Nair,Maharashtra,300000.0,300000.0,244284.98,completed,545.0,2023-11-21,2025-05-19,2025-11-30,Jal Nigam,community hall,100.0,False
KE08207,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,300000.0,0.0,0.0,recommended,90.0,2024-10-18,2025-01-16,,Rural Dev Dept,school,,False
WE08208,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,200000.0,200000.0,173539.9,ongoing,90.0,2024-07-18,2024-10-16,,Rural Dev Dept,road,71.7,False
KA08209,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,200000.0,100000.0,73885.77,completed,365.0,2024-08-05,2025-08-05,2025-09-03,Zilla Parishad,sanitation,100.0,False
KE08210,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,750000.0,375000.0,292812.38,sanctioned,270.0,2024-02-16,2024-11-12,,PWD,school,,False
RA08211,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,200000.0,200000.0,339485.25,stalled,180.0,2024-07-21,2025-01-17,,PWD,sanitation,35.6,False
PU08212,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,2000000.0,2000000.0,1070912.67,ongoing,730.0,2023-10-16,2025-10-15,,Rural Dev Dept,electricity,52.8,False
KA08213,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,500000.0,250000.0,169155.69,stalled,270.0,2024-09-24,2025-06-21,,Rural Dev Dept,community hall,7.9,False
KE08214,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,300000.0,300000.0,217546.93,stalled,90.0,2023-04-13,2023-07-12,,Zilla Parishad,school,27.6,False
TA08215,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,1000000.0,1000000.0,472121.72,sanctioned,270.0,2024-01-31,2024-10-27,,PWD,drinking water,,False
TA08216,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,1000000.0,1000000.0,657405.35,sanctioned,730.0,2023-02-21,2025-02-20,,Jal Nigam,school,,False
WE08217,Howrah Constituency,Howrah,Anita Nair,West Bengal,300000.0,300000.0,164200.17,completed,365.0,2024-04-16,2025-04-16,2025-05-07,PWD,drinking water,100.0,False
AN08218,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,2500000.0,2500000.0,2103416.72,completed,730.0,2024-06-11,2026-06-11,2026-06-04,Jal Nigam,road,100.0,False
RA08219,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,1000000.0,0.0,0.0,recommended,180.0,2024-08-13,2025-02-09,,Zilla Parishad,drinking water,,False
RA08220,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,750000.0,750000.0,945536.46,stalled,270.0,2024-07-22,2025-04-18,,PWD,sanitation,32.4,False
AN08221,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,200000.0,200000.0,90597.15,stalled,90.0,2024-10-05,2025-01-03,,PWD,electricity,37.2,False
UT08222,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,750000.0,750000.0,708234.12,sanctioned,270.0,2023-06-16,2024-03-12,,Rural Dev Dept,sanitation,,False
KE08223,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,2000000.0,2000000.0,950368.54,stalled,730.0,2024-05-25,2026-05-25,,Rural Dev Dept,community hall,34.5,False
AN08224,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,300000.0,150000.0,46649.15,stalled,730.0,2024-07-13,2026-07-13,,PWD,electricity,20.5,False
TA08225,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,200000.0,100000.0,56316.85,ongoing,180.0,2024-02-11,2024-08-09,,Jal Nigam,community hall,42.9,False
UT08226,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,2000000.0,1000000.0,775979.63,completed,730.0,2023-12-13,2025-12-12,2026-01-24,Zilla Parishad,community hall,100.0,False
OD08227,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,2500000.0,2500000.0,776929.43,stalled,545.0,2024-06-30,2025-12-27,,Rural Dev Dept,school,29.1,False
AN08228,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,200000.0,100000.0,74459.66,completed,545.0,2023-04-13,2024-10-09,2024-11-08,Zilla Parishad,sanitation,100.0,False
RA08229,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,2000000.0,2000000.0,942712.58,sanctioned,270.0,2024-09-17,2025-06-14,,PWD,community hall,,False
TA08230,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,200000.0,200000.0,102849.85,stalled,270.0,2023-09-25,2024-06-21,,Zilla Parishad,community hall,11.0,False
TA08231,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,1000000.0,1000000.0,543548.02,completed,365.0,2023-12-21,2024-12-20,2025-02-10,Jal Nigam,irrigation,100.0,False
UT08232,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,1000000.0,1000000.0,449218.31,ongoing,90.0,2024-01-21,2024-04-20,,Rural Dev Dept,community hall,74.4,False
KE08233,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,300000.0,300000.0,168892.36,ongoing,730.0,2024-11-19,2026-11-19,,Zilla Parishad,electricity,20.6,False
AN08234,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,2000000.0,1000000.0,552248.15,completed,545.0,2024-10-15,2026-04-13,2026-07-09,Zilla Parishad,electricity,100.0,False
WE08235,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,2500000.0,2500000.0,1498099.23,completed,545.0,2023-06-16,2024-12-12,2025-06-01,Zilla Parishad,school,100.0,False
UT08236,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,750000.0,750000.0,566372.54,ongoing,180.0,2023-03-17,2023-09-13,,Zilla Parishad,community hall,89.4,False
KA08237,Mysuru Constituency,Mysuru,Meena Iyer,Karnataka,2000000.0,1000000.0,577772.6,stalled,180.0,2024-01-29,2024-07-27,,Jal Nigam,sanitation,28.2,False
AN08238,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,750000.0,375000.0,1377888.62,sanctioned,270.0,2023-01-19,2023-10-16,,Rural Dev Dept,school,,False
RA08239,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,1000000.0,500000.0,482300.97,ongoing,730.0,2023-01-18,2025-01-17,,Jal Nigam,electricity,29.4,False
TA08240,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,750000.0,750000.0,671130.3,sanctioned,180.0,2023-01-28,2023-07-27,,PWD,irrigation,,False
UT08241,Varanasi Constituency,Varanasi,Lakshmi Gowda,Uttar Pradesh,2500000.0,2500000.0,786161.74,completed,270.0,2023-01-01,2023-09-28,2023-11-25,PWD,drinking water,100.0,False
WE08242,Howrah Constituency,Howrah,Anita Nair,West Bengal,2000000.0,1000000.0,424435.69,stalled,180.0,2023-01-02,2023-07-01,,Jal Nigam,school,28.0,False
AN08243,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,1500000.0,0.0,0.0,recommended,180.0,2023-08-27,2024-02-23,,Rural Dev Dept,drinking water,,False
UT08244,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,200000.0,0.0,0.0,recommended,545.0,2024-11-28,2026-05-27,,PWD,drinking water,,False
TA08245,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,2000000.0,2000000.0,1074974.68,ongoing,545.0,2024-04-05,2025-10-02,,Rural Dev Dept,school,45.5,False
OD08246,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,2000000.0,2000000.0,952468.59,ongoing,270.0,2024-10-31,2025-07-28,,Jal Nigam,electricity,35.2,False
OD08247,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,500000.0,250000.0,243155.51,stalled,180.0,2024-08-28,2025-02-24,,Jal Nigam,road,9.4,False
UT08248,Varanasi Constituency,Varanasi,Lakshmi Gowda,Uttar Pradesh,1000000.0,500000.0,350302.7,sanctioned,730.0,2023-05-24,2025-05-23,,Zilla Parishad,road,,False
MA08249,Nagpur Constituency,Nagpur,Meena Nair,Maharashtra,500000.0,500000.0,284091.21,completed,730.0,2024-06-21,2026-06-21,2026-06-26,Jal Nigam,irrigation,100.0,False
MA08250,Pune Constituency,Pune,Ramesh Patel,Maharashtra,500000.0,500000.0,349956.09,stalled,730.0,2023-06-03,2025-06-02,,Rural Dev Dept,irrigation,15.4,False
BI08251,Patna Constituency,Patna,Arjun Verma,Bihar,200000.0,100000.0,31172.73,stalled,365.0,2024-02-19,2025-02-18,,Rural Dev Dept,irrigation,7.9,False
KE08252,Kozhikode Constituency,Kozhikode,Sunita Verma,Kerala,500000.0,500000.0,785768.14,stalled,730.0,2024-07-08,2026-07-08,,Jal Nigam,drinking water,7.8,False
OD08253,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,1500000.0,750000.0,413636.14,sanctioned,90.0,2023-03-28,2023-06-26,,Jal Nigam,road,,False
BI08254,Patna Constituency,Patna,Arjun Verma,Bihar,200000.0,200000.0,141964.35,ongoing,180.0,2023-12-06,2024-06-03,,Rural Dev Dept,drinking water,93.4,False
KE08255,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,2500000.0,2500000.0,1429600.49,ongoing,730.0,2023-12-26,2025-12-25,,Jal Nigam,community hall,26.5,False
AN08256,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,1500000.0,1500000.0,619472.03,completed,545.0,2024-07-16,2026-01-12,2026-02-03,PWD,sanitation,100.0,False
MA08257,Nagpur Constituency,Nagpur,Meena Nair,Maharashtra,300000.0,300000.0,484631.03,ongoing,545.0,2023-12-14,2025-06-11,,Rural Dev Dept,school,86.0,False
RA08258,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,1500000.0,750000.0,463578.35,sanctioned,730.0,2024-05-29,2026-05-29,,PWD,drinking water,,False
AN08259,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,2000000.0,2000000.0,1097108.32,stalled,730.0,2024-04-01,2026-04-01,,PWD,sanitation,26.4,False
AN08260,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,300000.0,300000.0,567040.78,stalled,545.0,2023-03-22,2024-09-17,,Zilla Parishad,road,38.5,False
AN08261,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,1000000.0,500000.0,1686941.4,ongoing,545.0,2024-11-30,2026-05-29,,PWD,electricity,28.5,False
RA08262,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,750000.0,750000.0,445569.23,sanctioned,270.0,2023-03-22,2023-12-17,,Jal Nigam,sanitation,,False
KE08263,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,200000.0,200000.0,109041.26,completed,270.0,2024-06-28,2025-03-25,2025-06-17,Zilla Parishad,electricity,100.0,False
AN08264,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,2000000.0,1000000.0,752490.05,stalled,90.0,2023-11-05,2024-02-03,,Jal Nigam,community hall,32.3,False
BI08265,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,2000000.0,2000000.0,701426.04,completed,270.0,2023-10-13,2024-07-09,2024-12-06,Jal Nigam,road,100.0,False
PU08266,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,500000.0,500000.0,165474.37,stalled,180.0,2024-11-05,2025-05-04,,PWD,sanitation,24.2,False
KA08267,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,1500000.0,750000.0,433145.21,stalled,365.0,2023-01-17,2024-01-17,,Zilla Parishad,sanitation,35.6,False
KA08268,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,2500000.0,2500000.0,1902792.34,ongoing,90.0,2023-04-11,2023-07-10,,Rural Dev Dept,road,33.8,False
AN08269,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,2500000.0,2500000.0,1484654.81,ongoing,730.0,2023-11-17,2025-11-16,,Jal Nigam,road,78.8,False
BI08270,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,1500000.0,1500000.0,1062255.71,completed,545.0,2023-08-24,2025-02-19,2025-06-10,Jal Nigam,sanitation,100.0,False
MA08271,Pune Constituency,Pune,Ramesh Patel,Maharashtra,1500000.0,1500000.0,931370.31,completed,180.0,2024-09-25,2025-03-24,2025-09-27,Rural Dev Dept,irrigation,100.0,False
KA08272,Mysuru Constituency,Mysuru,Meena Iyer,Karnataka,500000.0,500000.0,412910.24,stalled,730.0,2023-10-21,2025-10-20,,Rural Dev Dept,community hall,9.9,False
PU08273,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,750000.0,750000.0,887906.15,sanctioned,90.0,2024-07-22,2024-10-20,,Rural Dev Dept,drinking water,,False
BI08274,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,2000000.0,2000000.0,1543218.41,ongoing,730.0,2024-04-01,2026-04-01,,Zilla Parishad,drinking water,12.8,False
OD08275,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,1500000.0,1500000.0,1464169.16,completed,180.0,2024-05-08,2024-11-04,2025-02-14,Jal Nigam,drinking water,100.0,False
WE08276,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,300000.0,300000.0,151717.64,ongoing,365.0,2024-05-14,2025-05-14,,Jal Nigam,community hall,48.5,False
KA08277,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,1000000.0,1000000.0,650860.14,ongoing,730.0,2024-11-18,2026-11-18,,Rural Dev Dept,electricity,65.9,False
BI08278,Gaya Constituency,Gaya,Arjun Sharma,Bihar,2500000.0,2500000.0,1782446.15,completed,730.0,2023-09-06,2025-09-05,2025-12-01,Rural Dev Dept,school,100.0,False
AN08279,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,1500000.0,1500000.0,655630.97,sanctioned,90.0,2023-12-31,2024-03-30,,PWD,irrigation,,False
AN08280,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,1500000.0,1500000.0,1472234.03,completed,545.0,2024-06-04,2025-12-01,2026-05-24,PWD,irrigation,100.0,False
UT08281,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,500000.0,0.0,0.0,recommended,730.0,2023-08-06,2025-08-05,,Zilla Parishad,electricity,,False
KA08282,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,1000000.0,0.0,0.0,recommended,545.0,2023-03-25,2024-09-20,,PWD,school,,False
BI08283,Gaya Constituency,Gaya,Arjun Sharma,Bihar,1000000.0,1000000.0,738333.01,stalled,90.0,2024-10-08,2025-01-06,,Rural Dev Dept,irrigation,37.4,False
RA08284,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,300000.0,300000.0,248330.53,ongoing,545.0,2024-04-19,2025-10-16,,Jal Nigam,irrigation,64.2,False
WE08285,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,500000.0,250000.0,237989.29,ongoing,365.0,2023-05-30,2024-05-29,,Jal Nigam,drinking water,66.0,False
MA08286,Pune Constituency,Pune,Ramesh Patel,Maharashtra,2500000.0,2500000.0,2486257.11,stalled,730.0,2024-04-16,2026-04-16,,Rural Dev Dept,community hall,31.7,False
RA08287,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,2000000.0,0.0,0.0,recommended,365.0,2024-08-26,2025-08-26,,PWD,sanitation,,False
UT08288,Varanasi Constituency,Varanasi,Lakshmi Gowda,Uttar Pradesh,200000.0,200000.0,163707.49,completed,545.0,2024-02-27,2025-08-25,2025-10-29,Zilla Parishad,electricity,100.0,False
KE08289,Kozhikode Constituency,Kozhikode,Sunita Verma,Kerala,750000.0,375000.0,322681.03,sanctioned,365.0,2023-11-18,2024-11-17,,Jal Nigam,school,,False
TA08290,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,750000.0,750000.0,353771.79,stalled,180.0,2023-01-24,2023-07-23,,Rural Dev Dept,community hall,34.6,False
